,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,id,retweet_count,favorite_count,created_at,full_text_cleaned,hashtags,urls,text_filtered,text_tokenized,text_stemmed,text_original,text_sentiment_original_scores,text_sentiment_original_scores_type,category
10,10,10,10,943164343339966465,0,0,2017-12-19 17:01:17,Problèmes avec votre vol? Assurez-vous de conserver une copie de votre correspondance. Plus d'info &gt;,['#MardiVoyage'],['https://t.co/JU68dcXErp'],mes avec votre vol Assurez vous de conserver une copie de votre correspondance Plus info gt https co JU68dcXErp MardiVoyage,"['mes', 'avec', 'votre', 'vol', 'Assurez', 'vous', 'de', 'conserver', 'une', 'copie', 'de', 'votre', 'correspondance', 'Plus', 'info', 'gt', 'https', 'co', 'JU68dcXErp', 'MardiVoyage']","[u'mes', u'avec', u'votr', u'vol', u'assurez', u'vous', 'de', u'conserv', u'une', u'copi', 'de', u'votr', u'correspond', u'plus', u'info', 'gt', u'https', 'co', u'ju68dcxerp', u'mardivoyag']",Problèmes avec votre vol? Assurez-vous de conserver une copie de votre correspondance. Plus d'info &gt; https://t.co/JU68dcXErp #MardiVoyage,0.0,Neutral,Environmental
11,11,11,11,942832130731728897,0,0,2017-12-18 19:01:11,Voyager avec un animal de compagnie &gt; Prenez l'air averti &gt;,[],"['https://t.co/SLx8SfcYYj', 'https://t.co/JMoiursbBr']",Voyager animal compagnie gt Prenez air averti gt https co SLx8SfcYYj https co JMoiursbBr,"['Voyager', 'animal', 'compagnie', 'gt', 'Prenez', 'air', 'averti', 'gt', 'https', 'co', 'SLx8SfcYYj', 'https', 'co', 'JMoiursbBr']","[u'voyag', u'anim', u'compagni', 'gt', u'prenez', u'air', u'averti', 'gt', u'https', 'co', u'slx8sfcyyj', u'https', 'co', u'jmoiursbbr']",Voyager avec un animal de compagnie &gt; Prenez l'air averti &gt; https://t.co/SLx8SfcYYj https://t.co/JMoiursbBr,0.0,Neutral,Environmental
12,12,12,12,942469635869478912,0,0,2017-12-17 19:00:46,Vous empruntez un vol? Consultez notre guide sur les transports accessibles &gt; é,"['#accessibilit', '#a11y']",['https://t.co/Ocqj5Q20Ei'],Vous empruntez un vol Consultez notre guide sur les transports accessibles gt https co Ocqj5Q20Ei a11y,"['Vous', 'empruntez', 'un', 'vol', 'Consultez', 'notre', 'guide', 'sur', 'les', 'transports', 'accessibles', 'gt', 'https', 'co', 'Ocqj5Q20Ei', 'a11y']","[u'vous', u'empruntez', 'un', u'vol', u'consultez', u'notr', u'guid', u'sur', u'les', u'transport', u'access', 'gt', u'https', 'co', u'ocqj5q20ei', u'a11i']",Vous empruntez un vol? Consultez notre guide sur les transports accessibles &gt; https://t.co/Ocqj5Q20Ei #accessibilité #a11y,0.0,Neutral,Environmental
13,13,13,13,942077195316588544,0,0,2017-12-16 17:01:20,Assurez-vous de connaître les politiques sur les bagages de votre ligne aérienne &gt;,['#AvantVotreVol'],['https://t.co/2X2fve5ubo'],Assurez vous de tre les politiques sur les bagages de votre ligne rienne gt https co 2X2fve5ubo AvantVotreVol,"['Assurez', 'vous', 'de', 'tre', 'les', 'politiques', 'sur', 'les', 'bagages', 'de', 'votre', 'ligne', 'rienne', 'gt', 'https', 'co', '2X2fve5ubo', 'AvantVotreVol']","[u'assurez', u'vous', 'de', u'tre', u'les', u'politiqu', u'sur', u'les', u'bagag', 'de', u'votr', u'lign', u'rienn', 'gt', u'https', 'co', u'2x2fve5ubo', u'avantvotrevol']",Assurez-vous de connaître les politiques sur les bagages de votre ligne aérienne &gt; https://t.co/2X2fve5ubo #AvantVotreVol,0.0,Neutral,Economical
14,14,14,14,941745029655166976,0,0,2017-12-15 19:01:26,Votre voyage en avion ne s'est pas déroulé comme prévu? Communiquez avec nous &gt; érien 8U,"['#a', '#canada']","['https://t.co/4wQm0LHiAY', 'https://t.co/j9rc9xtv']",Votre voyage en avion ne est pas comme vu Communiquez avec nous gt https co 4wQm0LHiAY rien canada https co j9rc9xtv8U,"['Votre', 'voyage', 'en', 'avion', 'ne', 'est', 'pas', 'comme', 'vu', 'Communiquez', 'avec', 'nous', 'gt', 'https', 'co', '4wQm0LHiAY', 'rien', 'canada', 'https', 'co', 'j9rc9xtv8U']","[u'votr', u'voyag', 'en', u'avion', 'ne', u'est', u'pas', u'comm', 'vu', u'communiquez', u'avec', u'nous', 'gt', u'https', 'co', u'4wqm0lhiay', u'rien', u'canada', u'https', 'co', u'j9rc9xtv8u']",Votre voyage en avion ne s'est pas déroulé comme prévu? Communiquez avec nous &gt; https://t.co/4wQm0LHiAY #aérien #canada https://t.co/j9rc9xtv8U,0.0,Neutral,Social
15,15,15,15,941367462989303809,0,0,2017-12-14 18:01:07,Jetez un coup d'œil aux demandes de licence de cabotage actives et antérieures &gt;,['#maritime'],['https://t.co/YxrGo93nCG'],Jetez un coup il aux demandes de licence de cabotage actives et rieures gt https co YxrGo93nCG maritime,"['Jetez', 'un', 'coup', 'il', 'aux', 'demandes', 'de', 'licence', 'de', 'cabotage', 'actives', 'et', 'rieures', 'gt', 'https', 'co', 'YxrGo93nCG', 'maritime']","[u'jetez', 'un', u'coup', 'il', u'aux', u'demand', 'de', u'licenc', 'de', u'cabotag', u'activ', 'et', u'rieur', 'gt', u'https', 'co', u'yxrgo93ncg', u'maritim']",Jetez un coup d'œil aux demandes de licence de cabotage actives et antérieures  &gt; https://t.co/YxrGo93nCG #maritime,0.0,Neutral,Environmental
16,16,16,16,940975044955705344,0,0,2017-12-13 16:01:47,Vous voyagez avec une aide à la é? Informez-vous ici &gt; 9,['#mobilit'],['https://t.co/rQE48bEmH'],Vous voyagez avec une aide la Informez vous ici gt https co rQE48bEmH9,"['Vous', 'voyagez', 'avec', 'une', 'aide', 'la', 'Informez', 'vous', 'ici', 'gt', 'https', 'co', 'rQE48bEmH9']","[u'vous', u'voyagez', u'avec', u'une', u'aid', 'la', u'informez', u'vous', u'ici', 'gt', u'https', 'co', u'rqe48bemh9']",Vous voyagez avec une aide à la #mobilité? Informez-vous ici &gt;  https://t.co/rQE48bEmH9,0.0,Neutral,Environmental
17,17,17,17,940567087663239173,0,0,2017-12-12 13:00:43,"Enregistrement, retards, annulations, refus d'embarquement sur votre vol? Consultez le",['#MardiVoyage'],['https://t.co/3uLIwy7Uve'],Enregistrement retards annulations refus embarquement vol Consultez https co 3uLIwy7Uve MardiVoyage,"['Enregistrement', 'retards', 'annulations', 'refus', 'embarquement', 'vol', 'Consultez', 'https', 'co', '3uLIwy7Uve', 'MardiVoyage']","[u'enregistr', u'retard', u'annul', u'refus', u'embarqu', u'vol', u'consultez', u'https', 'co', u'3uliwy7uv', u'mardivoyag']","Enregistrement, retards, annulations, refus d'embarquement sur votre vol? Consultez le https://t.co/3uLIwy7Uve #MardiVoyage",-0.9,Negative,Social
18,18,18,18,940325588748914688,0,0,2017-12-11 21:01:05,Webinaire sur la publicité des prix de services aériens &gt;,[],['https://t.co/o5WHWjZpV5'],Webinaire sur la des prix de services riens gt https co o5WHWjZpV5,"['Webinaire', 'sur', 'la', 'des', 'prix', 'de', 'services', 'riens', 'gt', 'https', 'co', 'o5WHWjZpV5']","[u'webinair', u'sur', 'la', u'des', u'prix', 'de', u'servic', u'rien', 'gt', u'https', 'co', u'o5whwjzpv5']",Webinaire sur la publicité des prix de services aériens &gt; https://t.co/o5WHWjZpV5,0.0,Neutral,Environmental
19,19,19,19,939540438096252930,0,0,2017-12-09 17:01:10,Prenez l'air averti cet hiver – Des conseils utiles &gt;,[],['https://t.co/SLx8SfcYYj'],Prenez air averti cet hiver Des conseils utiles gt https co SLx8SfcYYj,"['Prenez', 'air', 'averti', 'cet', 'hiver', 'Des', 'conseils', 'utiles', 'gt', 'https', 'co', 'SLx8SfcYYj']","[u'prenez', u'air', u'averti', u'cet', u'hiver', u'des', u'conseil', u'util', 'gt', u'https', 'co', u'slx8sfcyyj']",Prenez l'air averti cet hiver – Des conseils utiles &gt; https://t.co/SLx8SfcYYj,0.0,Neutral,Environmental
20,20,20,20,939147809009426433,0,0,2017-12-08 15:01:00,Votre site Web est-il ? publie des lignes directrices pour les fournisseurs de transport &gt;,['#accessible'],['https://t.co/CZystXjqjg'],site Web accessible publie lignes directrices les fournisseurs transport gt https co CZystXjqjg,"['site', 'Web', 'accessible', 'publie', 'lignes', 'directrices', 'les', 'fournisseurs', 'transport', 'gt', 'https', 'co', 'CZystXjqjg']","[u'site', u'web', u'access', u'publi', u'lign', u'directric', u'les', u'fournisseur', u'transport', 'gt', u'https', 'co', u'czystxjqjg']",Votre site Web est-il #accessible? @OTC_gc publie des lignes directrices pour les fournisseurs de transport &gt; https://t.co/CZystXjqjg,0.375,Positive,Environmental
21,21,21,21,938830841240842240,0,0,2017-12-07 18:01:29,Abonnez-vous au service d'avis de demandes de licence de cabotage pour être au courant des demandes &gt; 2,['#maritime'],['https://t.co/2qmfNgmZg'],Abonnez vous au service avis de demandes de licence de cabotage pour au courant des demandes gt https co 2qmfNgmZg2 maritime,"['Abonnez', 'vous', 'au', 'service', 'avis', 'de', 'demandes', 'de', 'licence', 'de', 'cabotage', 'pour', 'au', 'courant', 'des', 'demandes', 'gt', 'https', 'co', '2qmfNgmZg2', 'maritime']","[u'abonnez', u'vous', 'au', u'servic', u'avi', 'de', u'demand', 'de', u'licenc', 'de', u'cabotag', u'pour', 'au', u'courant', u'des', u'demand', 'gt', u'https', 'co', u'2qmfngmzg2', u'maritim']",Abonnez-vous au service d'avis de demandes de licence de cabotage pour être au courant des demandes &gt; https://t.co/2qmfNgmZg2 #maritime,0.0,Neutral,Environmental
22,22,22,22,938453483493167106,0,0,2017-12-06 17:02:00,. a instauré des normes élevées pour veiller à fournir un service efficace et transparent. Consultez le C2,[],['https://t.co/eMymEcfm'],des normes es pour veiller fournir un service efficace et transparent Consultez le https co eMymEcfmC2,"['des', 'normes', 'es', 'pour', 'veiller', 'fournir', 'un', 'service', 'efficace', 'et', 'transparent', 'Consultez', 'le', 'https', 'co', 'eMymEcfmC2']","[u'des', u'norm', 'es', u'pour', u'veiller', u'fournir', 'un', u'servic', u'efficac', 'et', u'transpar', u'consultez', 'le', u'https', 'co', u'emymecfmc2']",.@OTC_gc a instauré des normes élevées pour veiller à fournir un service efficace et transparent. Consultez le https://t.co/eMymEcfmC2,0.0,Neutral,Environmental
23,23,23,23,938030378807422976,0,0,2017-12-05 13:00:44,Renseignez-vous sur les d'avion et les de voyager &gt;,"['#billets', '#tarifs', '#avant', '#voyagecdn', '#MardiVoyage']",['https://t.co/dEG4uQyi7m'],Renseignez les billets avion les tarifs avant voyager gt https co dEG4uQyi7m voyagecdn MardiVoyage,"['Renseignez', 'les', 'billets', 'avion', 'les', 'tarifs', 'avant', 'voyager', 'gt', 'https', 'co', 'dEG4uQyi7m', 'voyagecdn', 'MardiVoyage']","[u'renseignez', u'les', u'billet', u'avion', u'les', u'tarif', u'avant', u'voyag', 'gt', u'https', 'co', u'deg4uqyi7m', u'voyagecdn', u'mardivoyag']",Renseignez-vous sur les #billets d'avion et les #tarifs #avant de voyager &gt; https://t.co/dEG4uQyi7m #voyagecdn #MardiVoyage,0.0,Neutral,Social
24,24,24,24,937758601942392838,0,0,2017-12-04 19:00:48,Nous participons à la réglementation économique des compagnies de chemin de fer de façons multiples. Info &gt; 10,['#AgCan'],"['https://t.co/LFPeAElxUO', 'https://t.co/RDMLCXkM']",Nous participons la glementation conomique des compagnies de chemin de fer de ons multiples Info gt https co LFPeAElxUO AgCan https co RDMLCXkM10,"['Nous', 'participons', 'la', 'glementation', 'conomique', 'des', 'compagnies', 'de', 'chemin', 'de', 'fer', 'de', 'ons', 'multiples', 'Info', 'gt', 'https', 'co', 'LFPeAElxUO', 'AgCan', 'https', 'co', 'RDMLCXkM10']","[u'nous', u'participon', 'la', u'glement', u'conomiqu', u'des', u'compagni', 'de', u'chemin', 'de', u'fer', 'de', u'on', u'multipl', u'info', 'gt', u'https', 'co', u'lfpeaelxuo', u'agcan', u'https', 'co', u'rdmlcxkm10']",Nous participons à la réglementation économique des compagnies de chemin de fer de façons multiples. Info &gt; https://t.co/LFPeAElxUO #AgCan https://t.co/RDMLCXkM10,0.0,Neutral,Social
25,25,25,25,937426385324437505,0,1,2017-12-03 21:00:41,Vous créez un site Web lié au ? Consultez notre outil d'information ici &gt;,"['#accessible', '#transport']",['https://t.co/PCJOPooyhx'],Vous ez un site Web accessible au transport Consultez notre outil information ici gt https co PCJOPooyhx,"['Vous', 'ez', 'un', 'site', 'Web', 'accessible', 'au', 'transport', 'Consultez', 'notre', 'outil', 'information', 'ici', 'gt', 'https', 'co', 'PCJOPooyhx']","[u'vous', 'ez', 'un', u'site', u'web', u'access', 'au', u'transport', u'consultez', u'notr', u'outil', u'inform', u'ici', 'gt', u'https', 'co', u'pcjopooyhx']",Vous créez un site Web #accessible lié au #transport? Consultez notre outil d'information ici &gt; https://t.co/PCJOPooyhx,0.375,Positive,Environmental
26,26,26,26,937381127790170114,0,1,2017-12-03 18:00:51,Nous vérifions les sites Web des fournisseurs de services de transport pour nous assurer qu'ils sont accessibles &gt; C,[],['https://t.co/mfchwgd27'],Nous rifions les sites Web des fournisseurs de services de transport pour nous assurer qu ils sont accessibles gt https co mfchwgd27C,"['Nous', 'rifions', 'les', 'sites', 'Web', 'des', 'fournisseurs', 'de', 'services', 'de', 'transport', 'pour', 'nous', 'assurer', 'qu', 'ils', 'sont', 'accessibles', 'gt', 'https', 'co', 'mfchwgd27C']","[u'nous', u'rifion', u'les', u'site', u'web', u'des', u'fournisseur', 'de', u'servic', 'de', u'transport', u'pour', u'nous', u'assur', 'qu', u'il', u'sont', u'access', 'gt', u'https', 'co', u'mfchwgd27c']",Nous vérifions les sites Web des fournisseurs de services de transport pour nous assurer qu'ils sont accessibles &gt; https://t.co/mfchwgd27C,0.0,Neutral,Environmental
27,27,27,27,937335859073953792,0,0,2017-12-03 15:00:58,"Notre Comité consultatif sur l'accessibilité, nos partenaires &gt; u ée internationale des personnes handicapées D",['#Journ'],"['https://t.co/HD0ABoFZr', 'https://t.co/bTwk480cG']",Notre consultatif sur nos partenaires gt https co HD0ABoFZru internationale des personnes es https co bTwk480cGD,"['Notre', 'consultatif', 'sur', 'nos', 'partenaires', 'gt', 'https', 'co', 'HD0ABoFZru', 'internationale', 'des', 'personnes', 'es', 'https', 'co', 'bTwk480cGD']","[u'notr', u'consultatif', u'sur', u'nos', u'partenair', 'gt', u'https', 'co', u'hd0abofzru', u'international', u'des', u'personn', 'es', u'https', 'co', u'btwk480cgd']","Notre Comité consultatif sur l'accessibilité, nos partenaires &gt; https://t.co/HD0ABoFZru #Journée internationale des personnes handicapées https://t.co/bTwk480cGD",0.0,Neutral,Environmental
28,28,28,28,936671575880929286,0,0,2017-12-01 19:01:20,Vous empruntez un vol? Consultez notre guide sur les transports accessibles &gt; é,"['#accessibilit', '#Voyage', '#a11y']",['https://t.co/Ocqj5Q20Ei'],Vous empruntez un vol Consultez notre guide sur les transports accessibles gt https co Ocqj5Q20Ei Voyage a11y,"['Vous', 'empruntez', 'un', 'vol', 'Consultez', 'notre', 'guide', 'sur', 'les', 'transports', 'accessibles', 'gt', 'https', 'co', 'Ocqj5Q20Ei', 'Voyage', 'a11y']","[u'vous', u'empruntez', 'un', u'vol', u'consultez', u'notr', u'guid', u'sur', u'les', u'transport', u'access', 'gt', u'https', 'co', u'ocqj5q20ei', u'voyag', u'a11i']",Vous empruntez un vol? Consultez notre guide sur les transports accessibles &gt; https://t.co/Ocqj5Q20Ei #accessibilité #Voyage #a11y,0.0,Neutral,Environmental
29,29,29,29,936343675969392646,0,0,2017-11-30 21:18:23,L'OTC émet sa détermination à l’égard de l’enquête sur les vols d’Air Transat 1U9,[],['https://t.co/seU7pjW'],OTC met sa termination gard de sur les vols Air Transat https co seU7pjW1U9,"['OTC', 'met', 'sa', 'termination', 'gard', 'de', 'sur', 'les', 'vols', 'Air', 'Transat', 'https', 'co', 'seU7pjW1U9']","[u'otc', u'met', 'sa', u'termin', u'gard', 'de', u'sur', u'les', u'vol', u'air', u'transat', u'https', 'co', u'seu7pjw1u9']",L'OTC émet sa détermination à l’égard de l’enquête sur les vols d’Air Transat https://t.co/seU7pjW1U9,0.0,Neutral,Environmental
30,30,30,30,936293954030628869,0,0,2017-11-30 18:00:48,"Dans des circonstances exceptionnelles, les demandes de cabotage peuvent être accélérées &gt;",['#maritime'],"['https://t.co/7AvEryA35I', 'https://t.co/Lpkd13rnix']",Dans des circonstances exceptionnelles les demandes de cabotage peuvent es gt https co 7AvEryA35I maritime https co Lpkd13rnix,"['Dans', 'des', 'circonstances', 'exceptionnelles', 'les', 'demandes', 'de', 'cabotage', 'peuvent', 'es', 'gt', 'https', 'co', '7AvEryA35I', 'maritime', 'https', 'co', 'Lpkd13rnix']","[u'dan', u'des', u'circonst', u'exceptionnell', u'les', u'demand', 'de', u'cabotag', u'peuvent', 'es', 'gt', u'https', 'co', u'7averya35i', u'maritim', u'https', 'co', u'lpkd13rnix']","Dans des circonstances exceptionnelles, les demandes de cabotage peuvent être accélérées &gt; https://t.co/7AvEryA35I #maritime https://t.co/Lpkd13rnix",0.0,Neutral,Social
31,31,31,31,935916761878335488,0,0,2017-11-29 17:01:59,Jetez un coup d'œil à notre page Facebook et restez connecté &gt;,[],['https://t.co/yFlyNPw6xF'],Jetez un coup il notre page Facebook et restez gt https co yFlyNPw6xF,"['Jetez', 'un', 'coup', 'il', 'notre', 'page', 'Facebook', 'et', 'restez', 'gt', 'https', 'co', 'yFlyNPw6xF']","[u'jetez', 'un', u'coup', 'il', u'notr', u'page', u'facebook', 'et', u'restez', 'gt', u'https', 'co', u'yflynpw6xf']",Jetez un coup d'œil à notre page Facebook et restez connecté &gt; https://t.co/yFlyNPw6xF,0.0,Neutral,Social
32,32,32,32,935493697722114048,0,0,2017-11-28 13:00:52,Problèmes de voyage aérien? volretardé - refus d'embarquement - bagage perdus - plaintes – Visitez le,['#MardiVoyage'],['https://t.co/kUq0poCvXf'],mes de voyage rien refus embarquement bagage perdus plaintes Visitez le https co kUq0poCvXf MardiVoyage,"['mes', 'de', 'voyage', 'rien', 'refus', 'embarquement', 'bagage', 'perdus', 'plaintes', 'Visitez', 'le', 'https', 'co', 'kUq0poCvXf', 'MardiVoyage']","[u'mes', 'de', u'voyag', u'rien', u'refus', u'embarqu', u'bagag', u'perdus', u'plaint', u'visitez', 'le', u'https', 'co', u'kuq0pocvxf', u'mardivoyag']",Problèmes de voyage aérien? volretardé - refus d'embarquement - bagage perdus - plaintes – Visitez le https://t.co/kUq0poCvXf #MardiVoyage,0.0,Neutral,Social
