,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,id,retweet_count,favorite_count,created_at,full_text_cleaned,hashtags,urls,text_filtered,text_tokenized,text_stemmed,text_original,text_sentiment_original_scores,text_sentiment_original_scores_type,category
10,10,10,10,946546470425124865,1,1,2017-12-29 01:00:39,Allumez vos phares et gardez les yeux sur la route! écuritéRoutière ÊtreVu u,"['#S', '#VoirEt']","['https://t.co/18hvV77CM', 'https://t.co/AzGV6G2ese']",Allumez vos phares et gardez les yeux sur la route treVu https co 18hvV77CMu https co AzGV6G2ese,"['Allumez', 'vos', 'phares', 'et', 'gardez', 'les', 'yeux', 'sur', 'la', 'route', 'treVu', 'https', 'co', '18hvV77CMu', 'https', 'co', 'AzGV6G2ese']","[u'allumez', u'vos', u'phare', 'et', u'gardez', u'les', u'yeux', u'sur', 'la', u'rout', u'trevu', u'https', 'co', u'18hvv77cmu', u'https', 'co', u'azgv6g2es']",Allumez vos phares et gardez les yeux sur la route! #SécuritéRoutière #VoirEtÊtreVu https://t.co/18hvV77CMu https://t.co/AzGV6G2ese,0.0,Neutral,Social
11,11,11,11,946484975205052417,5,0,2017-12-28 20:56:17,Vous achetez un ? Informez-vous sur les règles c 2,['#drone'],"['https://t.co/FaY1MVGfx', 'https://t.co/0ML8lt3re']",Vous achetez un drone Informez vous sur les gles https co FaY1MVGfxc https co 0ML8lt3re2,"['Vous', 'achetez', 'un', 'drone', 'Informez', 'vous', 'sur', 'les', 'gles', 'https', 'co', 'FaY1MVGfxc', 'https', 'co', '0ML8lt3re2']","[u'vous', u'achetez', 'un', u'drone', u'informez', u'vous', u'sur', u'les', u'gles', u'https', 'co', u'fay1mvgfxc', u'https', 'co', u'0ml8lt3re2']",Vous achetez un #drone? Informez-vous sur les règles https://t.co/FaY1MVGfxc https://t.co/0ML8lt3re2,0.0,Neutral,Environmental
12,12,12,12,946456008745979905,0,0,2017-12-28 19:01:11,Avis à l’intention des ! Le no /2017 de Sécurité aérienne — Nouvelles est accessible sur le Web! 8,['#pilotes'],['https://t.co/2f3JkxLZA'],Avis intention des pilotes Le 2017 de rienne Nouvelles est accessible sur le Web https co 2f3JkxLZA8,"['Avis', 'intention', 'des', 'pilotes', 'Le', '2017', 'de', 'rienne', 'Nouvelles', 'est', 'accessible', 'sur', 'le', 'Web', 'https', 'co', '2f3JkxLZA8']","[u'avi', u'intent', u'des', u'pilot', 'le', u'2017', 'de', u'rienn', u'nouvell', u'est', u'access', u'sur', 'le', u'web', u'https', 'co', u'2f3jkxlza8']",Avis à l’intention des #pilotes! Le no 4/2017 de Sécurité aérienne — Nouvelles est accessible sur le Web! https://t.co/2f3JkxLZA8,0.46875,Positive,Social
13,13,13,13,946380774437216256,5,0,2017-12-28 14:02:14,: étro déglaçage dans l'Arctique. Nous fournissons des services de déglaçage pour assurer une navigation sécuritaire; emp…,['#JeudiR'],[],RT tro age dans Arctique Nous fournissons des services de age pour assurer une navigation curitaire,"['RT', 'tro', 'age', 'dans', 'Arctique', 'Nous', 'fournissons', 'des', 'services', 'de', 'age', 'pour', 'assurer', 'une', 'navigation', 'curitaire']","['rt', u'tro', u'age', u'dan', u'arctiqu', u'nous', u'fournisson', u'des', u'servic', 'de', u'age', u'pour', u'assur', u'une', u'navig', u'curitair']",RT @GCC_CCG: #JeudiRétro déglaçage dans l'Arctique. Nous fournissons des services de déglaçage pour assurer une navigation sécuritaire; emp…,0.0,Neutral,Environmental
14,14,14,14,946365389084258304,0,0,2017-12-28 13:01:06,Vous avez un vieux éhicule? Consultez notre banque de données des :,"['#v', '#rappels']","['https://t.co/ACW6XNqSEy', 'https://t.co/2VQsGP4dWY']",Vous avez un vieux hicule Consultez notre banque de es des rappels https co ACW6XNqSEy https co 2VQsGP4dWY,"['Vous', 'avez', 'un', 'vieux', 'hicule', 'Consultez', 'notre', 'banque', 'de', 'es', 'des', 'rappels', 'https', 'co', 'ACW6XNqSEy', 'https', 'co', '2VQsGP4dWY']","[u'vous', u'avez', 'un', u'vieux', u'hicul', u'consultez', u'notr', u'banqu', 'de', 'es', u'des', u'rappel', u'https', 'co', u'acw6xnqsey', u'https', 'co', u'2vqsgp4dwi']",Vous avez un vieux #véhicule? Consultez notre banque de données des #rappels : https://t.co/ACW6XNqSEy https://t.co/2VQsGP4dWY,0.0,Neutral,Social
15,15,15,15,946184068500254720,0,2,2017-12-28 01:00:35,? émet des alertes météo spéciales pour vous aider à affronter l’hiver écuritéRoutière,"['#LSV', '#ConduiteEnHiver', '#S']","['https://t.co/GbJnPaA2vl', 'https://t.co/lSi2PhwVJo']",LSV environnementca met des alertes ciales pour vous aider affronter hiver ConduiteEnHiver https co GbJnPaA2vl https co lSi2PhwVJo,"['LSV', 'environnementca', 'met', 'des', 'alertes', 'ciales', 'pour', 'vous', 'aider', 'affronter', 'hiver', 'ConduiteEnHiver', 'https', 'co', 'GbJnPaA2vl', 'https', 'co', 'lSi2PhwVJo']","[u'lsv', u'environnementca', u'met', u'des', u'alert', u'cial', u'pour', u'vous', u'aider', u'affront', u'hiver', u'conduiteenhiv', u'https', 'co', u'gbjnpaa2vl', u'https', 'co', u'lsi2phwvjo']",#LSV? @environnementca émet des alertes météo spéciales pour vous aider à affronter l’hiver #ConduiteEnHiver #SécuritéRoutière https://t.co/GbJnPaA2vl https://t.co/lSi2PhwVJo,0.0,Neutral,Environmental
16,16,16,16,946021676302700544,1,0,2017-12-27 14:15:18,Prendre l’avion peut être stressant. Voyagez en toute tranquillité et apportez un ègeDauto pour votre enfant,['#Si'],"['https://t.co/u9nPDiBo57', 'https://t.co/gFcKC8N4ZR']",Prendre avion peut stressant Voyagez en toute et apportez un geDauto pour votre enfant https co u9nPDiBo57 https co gFcKC8N4ZR,"['Prendre', 'avion', 'peut', 'stressant', 'Voyagez', 'en', 'toute', 'et', 'apportez', 'un', 'geDauto', 'pour', 'votre', 'enfant', 'https', 'co', 'u9nPDiBo57', 'https', 'co', 'gFcKC8N4ZR']","[u'prendr', u'avion', u'peut', u'stressant', u'voyagez', 'en', u'tout', 'et', u'apportez', 'un', u'gedauto', u'pour', u'votr', u'enfant', u'https', 'co', u'u9npdibo57', u'https', 'co', u'gfckc8n4zr']",Prendre l’avion peut être stressant. Voyagez en toute tranquillité et apportez un #SiègeDauto pour votre enfant https://t.co/u9nPDiBo57 https://t.co/gFcKC8N4ZR,0.0,Neutral,Environmental
17,17,17,17,945821717347356675,1,0,2017-12-27 01:00:44,"Vous achetez un drone? Gardez-le à m d’altitude et ,5 km des aéroports. C’est la loi c uD",[],"['https://t.co/FaY1MVGfx', 'https://t.co/YR2VSSeh']",Vous achetez un drone Gardez le 90 altitude et km des roports est la loi https co FaY1MVGfxc https co YR2VSSehuD,"['Vous', 'achetez', 'un', 'drone', 'Gardez', 'le', '90', 'altitude', 'et', 'km', 'des', 'roports', 'est', 'la', 'loi', 'https', 'co', 'FaY1MVGfxc', 'https', 'co', 'YR2VSSehuD']","[u'vous', u'achetez', 'un', u'drone', u'gardez', 'le', '90', u'altitud', 'et', 'km', u'des', u'roport', u'est', 'la', u'loi', u'https', 'co', u'fay1mvgfxc', u'https', 'co', u'yr2vssehud']","Vous achetez un drone? Gardez-le à 90 m d’altitude et 5,5 km des aéroports. C’est la loi https://t.co/FaY1MVGfxc https://t.co/YR2VSSehuD",0.0,Neutral,Environmental
18,18,18,18,945640582537465862,1,3,2017-12-26 13:00:58,"En , planifiez votre trajet et vérifiez votre niveau de carburant. Gardez votre réservoir au moins à moitié plein",['#hiver'],"['https://t.co/Wwb4uLGxfz', 'https://t.co/vEwmT7OmbX']",En hiver planifiez votre trajet et rifiez votre niveau de carburant Gardez votre servoir au moins plein https co Wwb4uLGxfz https co vEwmT7OmbX,"['En', 'hiver', 'planifiez', 'votre', 'trajet', 'et', 'rifiez', 'votre', 'niveau', 'de', 'carburant', 'Gardez', 'votre', 'servoir', 'au', 'moins', 'plein', 'https', 'co', 'Wwb4uLGxfz', 'https', 'co', 'vEwmT7OmbX']","['en', u'hiver', u'planifiez', u'votr', u'trajet', 'et', u'rifiez', u'votr', u'niveau', 'de', u'carbur', u'gardez', u'votr', u'servoir', 'au', u'moin', u'plein', u'https', 'co', u'wwb4ulgxfz', u'https', 'co', u'vewmt7ombx']","En #hiver, planifiez votre trajet et vérifiez votre niveau de carburant. Gardez votre réservoir au moins à moitié plein https://t.co/Wwb4uLGxfz https://t.co/vEwmT7OmbX",0.0,Neutral,Environmental
19,19,19,19,945278293573595136,0,2,2017-12-25 13:01:22,"Nous vous souhaitons un très joyeux temps des Fêtes. Que vous voyagiez en avion, en auto ou en bateau, faites-le en toute sécurité!",[],[],Nous vous souhaitons un joyeux temps des Que vous voyagiez en avion en auto ou en bateau faites le en toute,"['Nous', 'vous', 'souhaitons', 'un', 'joyeux', 'temps', 'des', 'Que', 'vous', 'voyagiez', 'en', 'avion', 'en', 'auto', 'ou', 'en', 'bateau', 'faites', 'le', 'en', 'toute']","[u'nous', u'vous', u'souhaiton', 'un', u'joyeux', u'temp', u'des', u'que', u'vous', u'voyagiez', 'en', u'avion', 'en', u'auto', 'ou', 'en', u'bateau', u'fait', 'le', 'en', u'tout']","Nous vous souhaitons un très joyeux temps des Fêtes. Que vous voyagiez en avion, en auto ou en bateau, faites-le en toute sécurité!",0.0,Neutral,Environmental
20,20,20,20,945096887291535360,0,1,2017-12-25 01:00:31,"Cette nuit, gardez votre à l’intérieur. Faites place au père Noël! c",['#drone'],"['https://t.co/FaY1MVGfx', 'https://t.co/XTzH90mlOl']",Cette nuit gardez votre drone rieur Faites place au https co FaY1MVGfxc https co XTzH90mlOl,"['Cette', 'nuit', 'gardez', 'votre', 'drone', 'rieur', 'Faites', 'place', 'au', 'https', 'co', 'FaY1MVGfxc', 'https', 'co', 'XTzH90mlOl']","[u'cett', u'nuit', u'gardez', u'votr', u'drone', u'rieur', u'fait', u'place', 'au', u'https', 'co', u'fay1mvgfxc', u'https', 'co', u'xtzh90mlol']","Cette nuit, gardez votre #drone à l’intérieur. Faites place au père Noël! https://t.co/FaY1MVGfxc https://t.co/XTzH90mlOl",0.0,Neutral,Social
21,21,21,21,944945778769793024,0,1,2017-12-24 15:00:04,: Mystère résolu! Voici pourquoi le èreNoël ne répondait pas aux textos du Justin Trudeau. Joyeuses Fêtes!,"['#EnRappel', '#P']",['https://t.co/vsn2dtPnMy'],EnRappel solu Voici pourquoi le ne pondait pas aux textos du PMcanadien Justin Trudeau Joyeuses https co vsn2dtPnMy,"['EnRappel', 'solu', 'Voici', 'pourquoi', 'le', 'ne', 'pondait', 'pas', 'aux', 'textos', 'du', 'PMcanadien', 'Justin', 'Trudeau', 'Joyeuses', 'https', 'co', 'vsn2dtPnMy']","[u'enrappel', u'solu', u'voici', u'pourquoi', 'le', 'ne', u'pondait', u'pas', u'aux', u'texto', 'du', u'pmcanadien', u'justin', u'trudeau', u'joyeus', u'https', 'co', u'vsn2dtpnmi']",#EnRappel : Mystère résolu! Voici pourquoi le #PèreNoël ne répondait pas aux textos du @PMcanadien Justin Trudeau. Joyeuses Fêtes! https://t.co/vsn2dtPnMy,0.0,Neutral,Environmental
22,22,22,22,944915680654188544,0,3,2017-12-24 13:00:28,Passeport? Oui! Bébé? Oui! ègeDauto? Oui! Assurez-vous d’avoir tout ce dont vous avez besoin lorsque vous prenez l’avion avec un enfant,['#Si'],"['https://t.co/y7bOJcZBc5', 'https://t.co/M8fq4iFZ8g']",Passeport Oui Oui geDauto Oui Assurez vous avoir tout ce dont vous avez besoin lorsque vous prenez avion avec un enfant https co y7bOJcZBc5 https co M8fq4iFZ8g,"['Passeport', 'Oui', 'Oui', 'geDauto', 'Oui', 'Assurez', 'vous', 'avoir', 'tout', 'ce', 'dont', 'vous', 'avez', 'besoin', 'lorsque', 'vous', 'prenez', 'avion', 'avec', 'un', 'enfant', 'https', 'co', 'y7bOJcZBc5', 'https', 'co', 'M8fq4iFZ8g']","[u'passeport', u'oui', u'oui', u'gedauto', u'oui', u'assurez', u'vous', u'avoir', u'tout', 'ce', u'dont', u'vous', u'avez', u'besoin', u'lorsqu', u'vous', u'prenez', u'avion', u'avec', 'un', u'enfant', u'https', 'co', u'y7bojczbc5', u'https', 'co', u'm8fq4ifz8g']",Passeport? Oui! Bébé? Oui! #SiègeDauto? Oui! Assurez-vous d’avoir tout ce dont vous avez besoin lorsque vous prenez l’avion avec un enfant https://t.co/y7bOJcZBc5 https://t.co/M8fq4iFZ8g,0.0,Neutral,Environmental
23,23,23,23,944583693426987008,0,0,2017-12-23 15:01:16,"? Cette année, le èreNoël réduira sa vitesse au-dessus des voies navigables du Canada pour protéger les baleines qui pourraient se pointer le bout du nez🦌 du","['#LSV', '#P']",['https://t.co/fiE5L6aW'],LSV Cette le duira sa vitesse au dessus des voies navigables du Canada pour ger les baleines qui pourraient se pointer le bout du https co fiE5L6aWdu,"['LSV', 'Cette', 'le', 'duira', 'sa', 'vitesse', 'au', 'dessus', 'des', 'voies', 'navigables', 'du', 'Canada', 'pour', 'ger', 'les', 'baleines', 'qui', 'pourraient', 'se', 'pointer', 'le', 'bout', 'du', 'https', 'co', 'fiE5L6aWdu']","[u'lsv', u'cett', 'le', u'duira', 'sa', u'vitess', 'au', u'dessus', u'des', u'voi', u'navig', 'du', u'canada', u'pour', u'ger', u'les', u'balein', u'qui', u'pourraient', 'se', u'pointer', 'le', u'bout', 'du', u'https', 'co', u'fie5l6awdu']","#LSV? Cette année, le #PèreNoël réduira sa vitesse au-dessus des voies navigables du Canada pour protéger les baleines qui pourraient se pointer le bout du nez🦌🐋 https://t.co/fiE5L6aWdu",0.0,Neutral,Social
24,24,24,24,944553428801515520,0,0,2017-12-23 13:01:01,êtes : vous visitez votre ? Connaissez bien les différents feux de votre véhicule ÊtreVu,"['#TempsDesF', '#famille', '#VoirEt']","['https://t.co/e9rb4APPlP', 'https://t.co/hK2rkOWmSh']",vous visitez votre famille Connaissez bien les rents feux de votre hicule treVu https co e9rb4APPlP https co hK2rkOWmSh,"['vous', 'visitez', 'votre', 'famille', 'Connaissez', 'bien', 'les', 'rents', 'feux', 'de', 'votre', 'hicule', 'treVu', 'https', 'co', 'e9rb4APPlP', 'https', 'co', 'hK2rkOWmSh']","[u'vous', u'visitez', u'votr', u'famill', u'connaissez', u'bien', u'les', u'rent', u'feux', 'de', u'votr', u'hicul', u'trevu', u'https', 'co', u'e9rb4applp', u'https', 'co', u'hk2rkowmsh']",#TempsDesFêtes : vous visitez votre #famille? Connaissez bien les différents feux de votre véhicule #VoirEtÊtreVu https://t.co/e9rb4APPlP https://t.co/hK2rkOWmSh,0.0,Neutral,Social
25,25,25,25,944372153604083717,0,1,2017-12-23 01:00:41,Passez le contrôle de sûreté à l’éroport sans tracas. Sachez à quoi vous attendre et soyez bien préparé,['#a'],"['https://t.co/5zN0GOwAla', 'https://t.co/CPsWrDY3pJ']",Passez le le de roport sans tracas Sachez quoi vous attendre et soyez bien https co 5zN0GOwAla https co CPsWrDY3pJ,"['Passez', 'le', 'le', 'de', 'roport', 'sans', 'tracas', 'Sachez', 'quoi', 'vous', 'attendre', 'et', 'soyez', 'bien', 'https', 'co', '5zN0GOwAla', 'https', 'co', 'CPsWrDY3pJ']","[u'passez', 'le', 'le', 'de', u'roport', u'san', u'traca', u'sachez', u'quoi', u'vous', u'attendr', 'et', u'soyez', u'bien', u'https', 'co', u'5zn0gowala', u'https', 'co', u'cpswrdy3pj']",Passez le contrôle de sûreté à l’#aéroport sans tracas. Sachez à quoi vous attendre et soyez bien préparé @acsta_gc https://t.co/5zN0GOwAla https://t.co/CPsWrDY3pJ,0.0,Neutral,Environmental
26,26,26,26,944355082069458945,1,0,2017-12-22 23:52:51,: . suspend le certificat d’eloitation aérienne de West Wind Aviation pour la sécurité publique. https:/…,[],[],RT salledepresseGC suspend le certificat exploitation rienne de West Wind Aviation pour la publique https,"['RT', 'salledepresseGC', 'suspend', 'le', 'certificat', 'exploitation', 'rienne', 'de', 'West', 'Wind', 'Aviation', 'pour', 'la', 'publique', 'https']","['rt', u'salledepressegc', u'suspend', 'le', u'certificat', u'exploit', u'rienn', 'de', u'west', u'wind', u'aviat', u'pour', 'la', u'publiqu', u'https']",RT @salledepresseGC: .@Transports_gc suspend le certificat d’exploitation aérienne de West Wind Aviation pour la sécurité publique. https:/…,0.0,Neutral,Environmental
