,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,status_id,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,status_message_cleaned,hashtags,urls,text_filtered,text_tokenized,text_stemmed,text_original,category
142,142,142,142,485734081568161_1014228178718746,,video,https://www.facebook.com/QuestionsdargentCanada/videos/1014228178718746/,2017-09-12 07:32:18,27,1,126,13,2,7,0,0,5,0,: Vous recevez un appel ou un message d’une personne qui dit travailler pour l’Agence du revenu du Canada qui vous avertit que vous pourriez être poursuivi ou arrêté? C'est une FRAUDE! Raccrochez-lui au nez ou supprimez le message! Ne retournez pas son appel — les fraudeurs veulent que vous les rappeliez à l’aide de leur faux numéro pour qu’ils puissent voler votre argent ou usurper votre identité. Gardez à l’esprit que l’ARC ne menace pas les gens et ne leur demande pas leur numéro de carte de crédit ou tout autre renseignement personnel par téléphone. Protégez-vous contre la fraude téléphonique:,['#AlerteFraude'],['http://ow.ly/jpr230f1gO5'],AlerteFraude Vous recevez un appel ou un message une personne qui dit travailler pour Agence du revenu du Canada qui vous avertit que vous pourriez poursuivi ou est une FRAUDE Raccrochez lui au nez ou supprimez le message Ne retournez pas son appel les fraudeurs veulent que vous les rappeliez aide de leur faux ro pour ils puissent voler votre argent ou usurper votre Gardez esprit que ARC ne menace pas les gens et ne leur demande pas leur ro de carte de dit ou tout autre renseignement personnel par phone gez vous contre la fraude phonique http ow ly jpr230f1gO5,"['AlerteFraude', 'Vous', 'recevez', 'un', 'appel', 'ou', 'un', 'message', 'une', 'personne', 'qui', 'dit', 'travailler', 'pour', 'Agence', 'du', 'revenu', 'du', 'Canada', 'qui', 'vous', 'avertit', 'que', 'vous', 'pourriez', 'poursuivi', 'ou', 'est', 'une', 'FRAUDE', 'Raccrochez', 'lui', 'au', 'nez', 'ou', 'supprimez', 'le', 'message', 'Ne', 'retournez', 'pas', 'son', 'appel', 'les', 'fraudeurs', 'veulent', 'que', 'vous', 'les', 'rappeliez', 'aide', 'de', 'leur', 'faux', 'ro', 'pour', 'ils', 'puissent', 'voler', 'votre', 'argent', 'ou', 'usurper', 'votre', 'Gardez', 'esprit', 'que', 'ARC', 'ne', 'menace', 'pas', 'les', 'gens', 'et', 'ne', 'leur', 'demande', 'pas', 'leur', 'ro', 'de', 'carte', 'de', 'dit', 'ou', 'tout', 'autre', 'renseignement', 'personnel', 'par', 'phone', 'gez', 'vous', 'contre', 'la', 'fraude', 'phonique', 'http', 'ow', 'ly', 'jpr230f1gO5']","[u'alertefraud', u'vous', u'recevez', 'un', u'appel', 'ou', 'un', u'messag', u'une', u'personn', u'qui', u'dit', u'travail', u'pour', u'agenc', 'du', u'revenu', 'du', u'canada', u'qui', u'vous', u'avertit', u'que', u'vous', u'pourriez', u'poursuivi', 'ou', u'est', u'une', u'fraud', u'raccrochez', u'lui', 'au', u'nez', 'ou', u'supprimez', 'le', u'messag', 'ne', u'retournez', u'pas', u'son', u'appel', u'les', u'fraudeur', u'veulent', u'que', u'vous', u'les', u'rappeliez', u'aid', 'de', u'leur', u'faux', 'ro', u'pour', u'il', u'puissent', u'voler', u'votr', u'argent', 'ou', u'usurp', u'votr', u'gardez', u'esprit', u'que', u'arc', 'ne', u'menac', u'pas', u'les', u'gen', 'et', 'ne', u'leur', u'demand', u'pas', u'leur', 'ro', 'de', u'cart', 'de', u'dit', 'ou', u'tout', u'autr', u'renseign', u'personnel', u'par', u'phone', u'gez', u'vous', u'contr', 'la', u'fraud', u'phoniqu', u'http', 'ow', 'ly', u'jpr230f1go5']","#AlerteFraude: Vous recevez un appel ou un message d’une personne qui dit travailler pour l’Agence du revenu du Canada qui vous avertit que vous pourriez être poursuivi ou arrêté?

C'est une FRAUDE! Raccrochez-lui au nez ou supprimez le message! Ne retournez pas son appel — les fraudeurs veulent que vous les rappeliez à l’aide de leur faux numéro pour qu’ils puissent voler votre argent ou usurper votre identité. Gardez à l’esprit que l’ARC ne menace pas les gens et ne leur demande pas leur numéro de carte de crédit ou tout autre renseignement personnel par téléphone. 

Protégez-vous contre la fraude téléphonique: http://ow.ly/jpr230f1gO5",Economical
143,143,143,143,485734081568161_1013824898759074,Timeline Photos,photo,https://www.facebook.com/QuestionsdargentCanada/photos/a.534106823397553.1073741828.485734081568161/1013824898759074/?type=3,2017-09-11 10:45:21,1,0,3,1,0,0,0,0,0,0,"Vous déménagez? Vous pourriez avoir besoin d’un relevé de preuve de revenu pour louer un appartement. Il y a plusieurs raisons pour lesquelles vous pourriez avoir besoin d’une preuve de revenu, par exemple pour présenter une demande de prêt ou pour avoir droit à une prestation ou à une subvention.",[],['http://ow.ly/5UUH30f1gpa'],Vous nagez Vous pourriez avoir besoin un de preuve de revenu pour louer un appartement Il plusieurs raisons pour lesquelles vous pourriez avoir besoin une preuve de revenu par exemple pour senter une demande de ou pour avoir droit une prestation ou une subvention http ow ly 5UUH30f1gpa,"['Vous', 'nagez', 'Vous', 'pourriez', 'avoir', 'besoin', 'un', 'de', 'preuve', 'de', 'revenu', 'pour', 'louer', 'un', 'appartement', 'Il', 'plusieurs', 'raisons', 'pour', 'lesquelles', 'vous', 'pourriez', 'avoir', 'besoin', 'une', 'preuve', 'de', 'revenu', 'par', 'exemple', 'pour', 'senter', 'une', 'demande', 'de', 'ou', 'pour', 'avoir', 'droit', 'une', 'prestation', 'ou', 'une', 'subvention', 'http', 'ow', 'ly', '5UUH30f1gpa']","[u'vous', u'nagez', u'vous', u'pourriez', u'avoir', u'besoin', 'un', 'de', u'preuv', 'de', u'revenu', u'pour', u'louer', 'un', u'appart', 'il', u'plusieur', u'raison', u'pour', u'lesquell', u'vous', u'pourriez', u'avoir', u'besoin', u'une', u'preuv', 'de', u'revenu', u'par', u'exempl', u'pour', u'senter', u'une', u'demand', 'de', 'ou', u'pour', u'avoir', u'droit', u'une', u'prestat', 'ou', u'une', u'subvent', u'http', 'ow', 'ly', u'5uuh30f1gpa']","Vous déménagez? Vous pourriez avoir besoin d’un relevé de preuve de revenu pour louer un appartement. 

Il y a plusieurs raisons pour lesquelles vous pourriez avoir besoin d’une preuve de revenu, par exemple pour présenter une demande de prêt ou pour avoir droit à une prestation ou à une subvention. http://ow.ly/5UUH30f1gpa",Economical
144,144,144,144,485734081568161_1012303798911184,Timeline Photos,photo,https://www.facebook.com/QuestionsdargentCanada/photos/a.534106823397553.1073741828.485734081568161/1012303798911184/?type=3,2017-09-08 10:45:23,2,0,2,1,1,0,0,0,0,0,"Saviez-vous que la garantie du manufacturier d’un produit n’est généralement PAS VALIDE dans un autre pays? La garantie des appareils électroniques et des appareils personnels achetés en ligne auprès d’un détaillant étranger ne sera peut-être pas honorée au Canada. Vous pourriez avoir à payer de votre poche pour réparer ou remplacer le produit en cas de défectuosité — et ce, même si un produit identique est offert ou vendu dans votre pays.",[],['http://ow.ly/FCim30eQVQw'],Saviez vous que la garantie du manufacturier un produit est ralement PAS VALIDE dans un autre pays La garantie des appareils lectroniques et des appareils personnels en ligne un taillant tranger ne sera peut pas au Canada Vous pourriez avoir payer de votre poche pour parer ou remplacer le produit en cas de et ce si un produit identique est offert ou vendu dans votre pays http ow ly FCim30eQVQw,"['Saviez', 'vous', 'que', 'la', 'garantie', 'du', 'manufacturier', 'un', 'produit', 'est', 'ralement', 'PAS', 'VALIDE', 'dans', 'un', 'autre', 'pays', 'La', 'garantie', 'des', 'appareils', 'lectroniques', 'et', 'des', 'appareils', 'personnels', 'en', 'ligne', 'un', 'taillant', 'tranger', 'ne', 'sera', 'peut', 'pas', 'au', 'Canada', 'Vous', 'pourriez', 'avoir', 'payer', 'de', 'votre', 'poche', 'pour', 'parer', 'ou', 'remplacer', 'le', 'produit', 'en', 'cas', 'de', 'et', 'ce', 'si', 'un', 'produit', 'identique', 'est', 'offert', 'ou', 'vendu', 'dans', 'votre', 'pays', 'http', 'ow', 'ly', 'FCim30eQVQw']","[u'saviez', u'vous', u'que', 'la', u'garanti', 'du', u'manufacturi', 'un', u'produit', u'est', u'ralement', u'pas', u'valid', u'dan', 'un', u'autr', u'pay', 'la', u'garanti', u'des', u'appareil', u'lectroniqu', 'et', u'des', u'appareil', u'personnel', 'en', u'lign', 'un', u'taillant', u'tranger', 'ne', u'sera', u'peut', u'pas', 'au', u'canada', u'vous', u'pourriez', u'avoir', u'payer', 'de', u'votr', u'poch', u'pour', u'parer', 'ou', u'remplac', 'le', u'produit', 'en', u'cas', 'de', 'et', 'ce', 'si', 'un', u'produit', u'identiqu', u'est', u'offert', 'ou', u'vendu', u'dan', u'votr', u'pay', u'http', 'ow', 'ly', u'fcim30eqvqw']","Saviez-vous que la garantie du manufacturier d’un produit n’est généralement PAS VALIDE dans un autre pays?

La garantie des appareils électroniques et des appareils personnels achetés en ligne auprès d’un détaillant étranger ne sera peut-être pas honorée au Canada. Vous pourriez avoir à payer de votre poche pour réparer ou remplacer le produit en cas de défectuosité — et ce, même si un produit identique est offert ou vendu dans votre pays. http://ow.ly/FCim30eQVQw",Environmental
145,145,145,145,485734081568161_1011778072297090,Timeline Photos,photo,https://www.facebook.com/QuestionsdargentCanada/photos/a.534106823397553.1073741828.485734081568161/1011778072297090/?type=3,2017-09-07 10:45:24,0,0,1,0,0,0,0,0,0,0,"Projetez-vous d’acheter une assurance vie conjointe avec votre partenaire de vie? Avant de souscrire une assurance auprès d’un assureur, faites le point sur la couverture dont vous disposez déjà et étudiez toutes les options, comme une assurance conjointe payable au premier décès ou une assurance individuelle temporaire: ébutsFinanciers",['#D'],['http://ow.ly/hb6f30eQRDL'],Projetez vous acheter une assurance vie conjointe avec votre partenaire de vie Avant de souscrire une assurance un assureur faites le point sur la couverture dont vous disposez et tudiez toutes les options comme une assurance conjointe payable au premier ou une assurance individuelle temporaire http ow ly hb6f30eQRDL butsFinanciers,"['Projetez', 'vous', 'acheter', 'une', 'assurance', 'vie', 'conjointe', 'avec', 'votre', 'partenaire', 'de', 'vie', 'Avant', 'de', 'souscrire', 'une', 'assurance', 'un', 'assureur', 'faites', 'le', 'point', 'sur', 'la', 'couverture', 'dont', 'vous', 'disposez', 'et', 'tudiez', 'toutes', 'les', 'options', 'comme', 'une', 'assurance', 'conjointe', 'payable', 'au', 'premier', 'ou', 'une', 'assurance', 'individuelle', 'temporaire', 'http', 'ow', 'ly', 'hb6f30eQRDL', 'butsFinanciers']","[u'projetez', u'vous', u'achet', u'une', u'assur', u'vie', u'conjoint', u'avec', u'votr', u'partenair', 'de', u'vie', u'avant', 'de', u'souscrir', u'une', u'assur', 'un', u'assureur', u'fait', 'le', u'point', u'sur', 'la', u'couvertur', u'dont', u'vous', u'disposez', 'et', u'tudiez', u'tout', u'les', u'option', u'comm', u'une', u'assur', u'conjoint', u'payabl', 'au', u'premier', 'ou', u'une', u'assur', u'individuell', u'temporair', u'http', 'ow', 'ly', u'hb6f30eqrdl', u'butsfinanci']","Projetez-vous d’acheter une assurance vie conjointe avec votre partenaire de vie?

Avant de souscrire une assurance auprès d’un assureur, faites le point sur la couverture dont vous disposez déjà et étudiez toutes les options, comme une assurance conjointe payable au premier décès ou une assurance individuelle temporaire: http://ow.ly/hb6f30eQRDL #DébutsFinanciers",Environmental
146,146,146,146,485734081568161_1011437262331171,,status,,2017-09-06 17:45:10,0,0,1,0,0,0,0,0,0,0,"Vous avez besoin de renseignements fiables en matière de consommation? Vous faites un achat, vous apprêtez à signer un contrat ou voulez déposer une plainte? Le Guide du consommateur canadien vous offre de précieux conseils. Devenez un consommateur plus averti. Après tout, Journée","['#savoircestpouvoir', '#LireUnLivre']",['http://ow.ly/aYHk30eX5ER'],Vous avez besoin de renseignements fiables en de consommation Vous faites un achat vous signer un contrat ou voulez poser une plainte Le Guide du consommateur canadien vous offre de cieux conseils http ow ly aYHk30eX5ER Devenez un consommateur plus averti tout savoircestpouvoir LireUnLivre,"['Vous', 'avez', 'besoin', 'de', 'renseignements', 'fiables', 'en', 'de', 'consommation', 'Vous', 'faites', 'un', 'achat', 'vous', 'signer', 'un', 'contrat', 'ou', 'voulez', 'poser', 'une', 'plainte', 'Le', 'Guide', 'du', 'consommateur', 'canadien', 'vous', 'offre', 'de', 'cieux', 'conseils', 'http', 'ow', 'ly', 'aYHk30eX5ER', 'Devenez', 'un', 'consommateur', 'plus', 'averti', 'tout', 'savoircestpouvoir', 'LireUnLivre']","[u'vous', u'avez', u'besoin', 'de', u'renseign', u'fiabl', 'en', 'de', u'consomm', u'vous', u'fait', 'un', u'achat', u'vous', u'signer', 'un', u'contrat', 'ou', u'voulez', u'poser', u'une', u'plaint', 'le', u'guid', 'du', u'consommateur', u'canadien', u'vous', u'offr', 'de', u'cieux', u'conseil', u'http', 'ow', 'ly', u'ayhk30ex5', u'devenez', 'un', u'consommateur', u'plus', u'averti', u'tout', u'savoircestpouvoir', u'lireunlivr']","Vous avez besoin de renseignements fiables en matière de consommation?

Vous faites un achat, vous apprêtez à signer un contrat ou voulez déposer une plainte? Le Guide du consommateur canadien vous offre de précieux conseils. http://ow.ly/aYHk30eX5ER 

Devenez un consommateur plus averti. Après tout, #savoircestpouvoir  
Journée #LireUnLivre",Environmental
147,147,147,147,485734081568161_1011302399011324,Timeline Photos,photo,https://www.facebook.com/QuestionsdargentCanada/photos/a.534106823397553.1073741828.485734081568161/1011302399011324/?type=3,2017-09-06 10:45:24,5,0,5,5,0,0,0,0,0,0,"La science a prouvé que la lecture renforçait la mémoire, réduisait le stress et améliorait le sommeil. La lecture peut également être un divertissement tout à fait gratuit. La bibliothèque publique permet d’emprunter des livres quelques semaines sans payer un sou. Il suffit d’être titulaire d’une carte de bibliothèque! Vous pouvez trouver une bibliothèque en consultant le site (anglais) Journée",['#LireUnLivre'],['http://ow.ly/EmNB30eQOkw'],La science que la lecture ait la moire duisait le stress et liorait le sommeil La lecture peut galement un divertissement tout fait gratuit La que publique permet emprunter des livres quelques semaines sans payer un sou Il suffit titulaire une carte de que Vous pouvez trouver une que en consultant le site http ow ly EmNB30eQOkw anglais LireUnLivre,"['La', 'science', 'que', 'la', 'lecture', 'ait', 'la', 'moire', 'duisait', 'le', 'stress', 'et', 'liorait', 'le', 'sommeil', 'La', 'lecture', 'peut', 'galement', 'un', 'divertissement', 'tout', 'fait', 'gratuit', 'La', 'que', 'publique', 'permet', 'emprunter', 'des', 'livres', 'quelques', 'semaines', 'sans', 'payer', 'un', 'sou', 'Il', 'suffit', 'titulaire', 'une', 'carte', 'de', 'que', 'Vous', 'pouvez', 'trouver', 'une', 'que', 'en', 'consultant', 'le', 'site', 'http', 'ow', 'ly', 'EmNB30eQOkw', 'anglais', 'LireUnLivre']","['la', u'scienc', u'que', 'la', u'lectur', u'ait', 'la', u'moir', u'duisait', 'le', u'stress', 'et', u'liorait', 'le', u'sommeil', 'la', u'lectur', u'peut', u'galement', 'un', u'divertiss', u'tout', u'fait', u'gratuit', 'la', u'que', u'publiqu', u'permet', u'emprunt', u'des', u'livr', u'quelqu', u'semain', u'san', u'payer', 'un', u'sou', 'il', u'suffit', u'titulair', u'une', u'cart', 'de', u'que', u'vous', u'pouvez', u'trouver', u'une', u'que', 'en', u'consult', 'le', u'site', u'http', 'ow', 'ly', u'emnb30eqokw', u'anglai', u'lireunlivr']","La science a prouvé que la lecture renforçait la mémoire, réduisait le stress et améliorait le sommeil.

La lecture peut également être un divertissement tout à fait gratuit. La bibliothèque publique permet d’emprunter des livres quelques semaines sans payer un sou. Il suffit d’être titulaire d’une carte de bibliothèque! 

Vous pouvez trouver une bibliothèque en consultant le site http://ow.ly/EmNB30eQOkw (anglais) Journée #LireUnLivre",Environmental
148,148,148,148,485734081568161_1010830932391804,Timeline Photos,photo,https://www.facebook.com/QuestionsdargentCanada/photos/a.534106823397553.1073741828.485734081568161/1010830932391804/?type=3,2017-09-05 10:45:19,3,0,4,3,0,0,0,0,0,0,"Devez-vous mettre à jour votre état civil? Il importe d’informer l’Agence du revenu du Canada (ARC) dès que vous vous mariez, que vous êtes séparé de votre conjoint pendant plus de jours consécutifs ou que vous vivez avec un conjoint de fait depuis plus d’un an. L’ARC recalculera les prestations et les crédits auxquels vous avez droit en fonction de votre revenu familial, de la province ou du territoire où vous vivez et du nombre d’enfants que vous avez, ainsi que leur âge. Pour comprendre l’importance de modifier votre état civil et connaître la marche à suivre, consultez le site Web suivant:",[],['http://ow.ly/3sQP30eQMbI'],Devez vous mettre jour votre tat civil Il importe informer Agence du revenu du Canada ARC que vous vous mariez que vous de votre conjoint pendant plus de 90 jours cutifs ou que vous vivez avec un conjoint de fait depuis plus un ARC recalculera les prestations et les dits auxquels vous avez droit en fonction de votre revenu familial de la province ou du territoire vous vivez et du nombre enfants que vous avez ainsi que leur ge Pour comprendre importance de modifier votre tat civil et tre la marche suivre consultez le site Web suivant http ow ly 3sQP30eQMbI,"['Devez', 'vous', 'mettre', 'jour', 'votre', 'tat', 'civil', 'Il', 'importe', 'informer', 'Agence', 'du', 'revenu', 'du', 'Canada', 'ARC', 'que', 'vous', 'vous', 'mariez', 'que', 'vous', 'de', 'votre', 'conjoint', 'pendant', 'plus', 'de', '90', 'jours', 'cutifs', 'ou', 'que', 'vous', 'vivez', 'avec', 'un', 'conjoint', 'de', 'fait', 'depuis', 'plus', 'un', 'ARC', 'recalculera', 'les', 'prestations', 'et', 'les', 'dits', 'auxquels', 'vous', 'avez', 'droit', 'en', 'fonction', 'de', 'votre', 'revenu', 'familial', 'de', 'la', 'province', 'ou', 'du', 'territoire', 'vous', 'vivez', 'et', 'du', 'nombre', 'enfants', 'que', 'vous', 'avez', 'ainsi', 'que', 'leur', 'ge', 'Pour', 'comprendre', 'importance', 'de', 'modifier', 'votre', 'tat', 'civil', 'et', 'tre', 'la', 'marche', 'suivre', 'consultez', 'le', 'site', 'Web', 'suivant', 'http', 'ow', 'ly', '3sQP30eQMbI']","[u'devez', u'vous', u'mettr', u'jour', u'votr', u'tat', u'civil', 'il', u'import', u'inform', u'agenc', 'du', u'revenu', 'du', u'canada', u'arc', u'que', u'vous', u'vous', u'mariez', u'que', u'vous', 'de', u'votr', u'conjoint', u'pendant', u'plus', 'de', '90', u'jour', u'cutif', 'ou', u'que', u'vous', u'vivez', u'avec', 'un', u'conjoint', 'de', u'fait', u'depui', u'plus', 'un', u'arc', u'recalculera', u'les', u'prestat', 'et', u'les', u'dit', u'auxquel', u'vous', u'avez', u'droit', 'en', u'fonction', 'de', u'votr', u'revenu', u'famili', 'de', 'la', u'provinc', 'ou', 'du', u'territoir', u'vous', u'vivez', 'et', 'du', u'nombr', u'enfant', u'que', u'vous', u'avez', u'ainsi', u'que', u'leur', 'ge', u'pour', u'comprendr', u'import', 'de', u'modifi', u'votr', u'tat', u'civil', 'et', u'tre', 'la', u'march', u'suivr', u'consultez', 'le', u'site', u'web', u'suivant', u'http', 'ow', 'ly', u'3sqp30eqmbi']","Devez-vous mettre à jour votre état civil?

Il importe d’informer l’Agence du revenu du Canada (ARC) dès que vous vous mariez, que vous êtes séparé de votre conjoint pendant plus de 90 jours consécutifs ou que vous vivez avec un conjoint de fait depuis plus d’un an.

L’ARC recalculera les prestations et les crédits auxquels vous avez droit en fonction de votre revenu familial, de la province ou du territoire où vous vivez et du nombre d’enfants que vous avez, ainsi que leur âge.

Pour comprendre l’importance de modifier votre état civil et connaître la marche à suivre, consultez le site Web suivant: http://ow.ly/3sQP30eQMbI",Social
149,149,149,149,485734081568161_1010324499109114,Timeline Photos,photo,https://www.facebook.com/QuestionsdargentCanada/photos/a.534106823397553.1073741828.485734081568161/1010324499109114/?type=3,2017-09-04 10:45:18,7,0,1,7,0,0,0,0,0,0,"Vous avez envie de quitter le nid familial et d’emménager dans votre premier appartement? Avant de faire le grand saut, déterminez toutes vos dépenses et établissez un budget réaliste. N’oubliez pas les dépenses initiales, comme le déménagement, le loyer du premier mois et du dernier mois, les services publics, le dépôt de sécurité, et les frais de la connexion Internet et de la câblodistribution. Voici un bon point de départ: ébutsFinanciers",['#D'],['http://ow.ly/EQ6j30eQLBH'],Vous avez envie de quitter le nid familial et nager dans votre premier appartement Avant de faire le grand saut terminez toutes vos penses et tablissez un budget aliste oubliez pas les penses initiales comme le nagement le loyer du premier mois et du dernier mois les services publics le de et les frais de la connexion Internet et de la blodistribution Voici un bon point de part http ow ly EQ6j30eQLBH butsFinanciers,"['Vous', 'avez', 'envie', 'de', 'quitter', 'le', 'nid', 'familial', 'et', 'nager', 'dans', 'votre', 'premier', 'appartement', 'Avant', 'de', 'faire', 'le', 'grand', 'saut', 'terminez', 'toutes', 'vos', 'penses', 'et', 'tablissez', 'un', 'budget', 'aliste', 'oubliez', 'pas', 'les', 'penses', 'initiales', 'comme', 'le', 'nagement', 'le', 'loyer', 'du', 'premier', 'mois', 'et', 'du', 'dernier', 'mois', 'les', 'services', 'publics', 'le', 'de', 'et', 'les', 'frais', 'de', 'la', 'connexion', 'Internet', 'et', 'de', 'la', 'blodistribution', 'Voici', 'un', 'bon', 'point', 'de', 'part', 'http', 'ow', 'ly', 'EQ6j30eQLBH', 'butsFinanciers']","[u'vous', u'avez', u'envi', 'de', u'quitter', 'le', u'nid', u'famili', 'et', u'nager', u'dan', u'votr', u'premier', u'appart', u'avant', 'de', u'fair', 'le', u'grand', u'saut', u'terminez', u'tout', u'vos', u'pens', 'et', u'tablissez', 'un', u'budget', u'alist', u'oubliez', u'pas', u'les', u'pens', u'initial', u'comm', 'le', u'nagement', 'le', u'loyer', 'du', u'premier', u'moi', 'et', 'du', u'dernier', u'moi', u'les', u'servic', u'public', 'le', 'de', 'et', u'les', u'frai', 'de', 'la', u'connexion', u'internet', 'et', 'de', 'la', u'blodistribut', u'voici', 'un', u'bon', u'point', 'de', u'part', u'http', 'ow', 'ly', u'eq6j30eqlbh', u'butsfinanci']","Vous avez envie de quitter le nid familial et d’emménager dans votre premier appartement?

Avant de faire le grand saut, déterminez toutes vos dépenses et établissez un budget réaliste. N’oubliez pas les dépenses initiales, comme le déménagement, le loyer du premier mois et du dernier mois, les services publics, le dépôt de sécurité, et les frais de la connexion Internet et de la câblodistribution. 

Voici un bon point de départ: http://ow.ly/EQ6j30eQLBH #DébutsFinanciers",Environmental
150,150,150,150,485734081568161_1008831445925086,Événements de vie et votre argent - Canada.ca,link,http://ow.ly/1bjI30eGqwT,2017-09-01 10:45:24,2,0,4,2,0,0,0,0,0,0,"Vous commencez des études, vous achetez une maison ou vous vous mariez? Chaque nouvelle étape de la vie comprend son lot d’attentes et de défis, particulièrement en ce qui a trait aux finances. Au cours du mois, nous vous offrirons des conseils qui vous aideront à aborder ces ébutsFinanciers. Renseignez-vous au sujet des enjeux financiers entourant les événements de la vie:",['#D'],['http://ow.ly/1bjI30eGqwT'],Vous commencez des tudes vous achetez une maison ou vous vous mariez Chaque nouvelle tape de la vie comprend son lot attentes et de fis rement en ce qui trait aux finances Au cours du mois nous vous offrirons des conseils qui vous aideront aborder ces butsFinanciers Renseignez vous au sujet des enjeux financiers entourant les nements de la vie http ow ly 1bjI30eGqwT,"['Vous', 'commencez', 'des', 'tudes', 'vous', 'achetez', 'une', 'maison', 'ou', 'vous', 'vous', 'mariez', 'Chaque', 'nouvelle', 'tape', 'de', 'la', 'vie', 'comprend', 'son', 'lot', 'attentes', 'et', 'de', 'fis', 'rement', 'en', 'ce', 'qui', 'trait', 'aux', 'finances', 'Au', 'cours', 'du', 'mois', 'nous', 'vous', 'offrirons', 'des', 'conseils', 'qui', 'vous', 'aideront', 'aborder', 'ces', 'butsFinanciers', 'Renseignez', 'vous', 'au', 'sujet', 'des', 'enjeux', 'financiers', 'entourant', 'les', 'nements', 'de', 'la', 'vie', 'http', 'ow', 'ly', '1bjI30eGqwT']","[u'vous', u'commencez', u'des', u'tude', u'vous', u'achetez', u'une', u'maison', 'ou', u'vous', u'vous', u'mariez', u'chaqu', u'nouvell', u'tape', 'de', 'la', u'vie', u'comprend', u'son', u'lot', u'attent', 'et', 'de', u'fis', u'rement', 'en', 'ce', u'qui', u'trait', u'aux', u'financ', 'au', u'cour', 'du', u'moi', u'nous', u'vous', u'offriron', u'des', u'conseil', u'qui', u'vous', u'aideront', u'abord', u'ces', u'butsfinanci', u'renseignez', u'vous', 'au', u'sujet', u'des', u'enjeux', u'financi', u'entour', u'les', u'nement', 'de', 'la', u'vie', u'http', 'ow', 'ly', u'1bji30egqwt']","Vous commencez des études, vous achetez une maison ou vous vous mariez? 

Chaque nouvelle étape de la vie comprend son lot d’attentes et de défis, particulièrement en ce qui a trait aux finances.

Au cours du mois, nous vous offrirons des conseils qui vous aideront à aborder ces #DébutsFinanciers. Renseignez-vous au sujet des enjeux financiers entourant les événements de la vie: http://ow.ly/1bjI30eGqwT",Economical
151,151,151,151,485734081568161_1008331415975089,Timeline Photos,photo,https://www.facebook.com/QuestionsdargentCanada/photos/a.534106823397553.1073741828.485734081568161/1008331415975089/?type=3,2017-08-31 10:45:21,0,0,0,0,0,0,0,0,0,0,Avez-vous bien lu nos conseils pour épargner lors de la éescolaire? Mettez vos connaissances à l’épreuve en répondant à notre questionnaire! Essayez d’obtenir un A+ pour commencer l’année du bon pied.,['#rentr'],['http://ow.ly/inaI30eMNiJ'],Avez vous bien lu nos conseils pour pargner lors de la escolaire Mettez vos connaissances preuve en pondant notre questionnaire Essayez obtenir un pour commencer du bon pied http ow ly inaI30eMNiJ,"['Avez', 'vous', 'bien', 'lu', 'nos', 'conseils', 'pour', 'pargner', 'lors', 'de', 'la', 'escolaire', 'Mettez', 'vos', 'connaissances', 'preuve', 'en', 'pondant', 'notre', 'questionnaire', 'Essayez', 'obtenir', 'un', 'pour', 'commencer', 'du', 'bon', 'pied', 'http', 'ow', 'ly', 'inaI30eMNiJ']","[u'avez', u'vous', u'bien', 'lu', u'nos', u'conseil', u'pour', u'pargner', u'lor', 'de', 'la', u'escolair', u'mettez', u'vos', u'connaiss', u'preuv', 'en', u'pondant', u'notr', u'questionnair', u'essayez', u'obtenir', 'un', u'pour', u'commenc', 'du', u'bon', u'pie', u'http', 'ow', 'ly', u'inai30emnij']","Avez-vous bien lu nos conseils pour épargner lors de la #rentréescolaire? Mettez vos connaissances à l’épreuve en répondant à notre questionnaire!

Essayez d’obtenir un A+ pour commencer l’année du bon pied. http://ow.ly/inaI30eMNiJ",Environmental
