Unnamed: 0,comment_id,status_id,parent_id,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,comment_message_cleaned,hashtags,urls,text_filtered,text_tokenized,text_stemmed
10,663786990676596_664080430647252,632493333805962_664058260649469,,2017-12-15 10:01:40,0,0,0,0,0,0,0,0,Word salad,[],[],Word salad,"['Word', 'salad']","[u'word', u'salad']"
11,663786990676596_664069340648361,632493333805962_664058260649469,,2017-12-15 09:48:24,0,0,0,0,0,0,0,0,Bravo Canadian Tire !,[],[],Bravo Canadian Tire,"['Bravo', 'Canadian', 'Tire']","[u'bravo', u'canadian', u'tire']"
12,663786990676596_664060887315873,632493333805962_664058260649469,,2017-12-15 09:35:09,0,0,0,0,0,0,0,0,Rien à entendre?,[],[],Rien entendre,"['Rien', 'entendre']","[u'rien', u'entendr']"
13,663786990676596_664072703981358,632493333805962_664058260649469,,2017-12-15 09:52:26,0,0,0,0,0,0,0,0,Hi,[],[],Hi,['Hi'],['hi']
14,663786990676596_664070133981615,632493333805962_664058260649469,,2017-12-15 09:49:21,0,0,0,0,0,0,0,0,Pouvez-vous donner plus de volume à votre son svp?,[],[],Pouvez vous donner plus de volume votre son svp,"['Pouvez', 'vous', 'donner', 'plus', 'de', 'volume', 'votre', 'son', 'svp']","[u'pouvez', u'vous', u'donner', u'plus', 'de', u'volum', u'votr', u'son', u'svp']"
15,663786990676596_664111350644160,632493333805962_664058260649469,,2017-12-15 10:55:44,0,0,0,0,0,0,0,0,Can you help me,[],[],help,['help'],[u'help']
16,663786990676596_664059573982671,632493333805962_664058260649469,,2017-12-15 09:32:34,0,0,0,0,0,0,0,0,hi Matt Horsman!,[],[],hi Matt Horsman,"['hi', 'Matt', 'Horsman']","['hi', u'matt', u'horsman']"
17,663786990676596_664059897315972,632493333805962_664058260649469,,2017-12-15 09:33:14,1,1,0,0,0,0,0,0,Well hello Jesse Hitchcock! Fancy meeting you here...,[],[],Well hello Jesse Hitchcock Fancy meeting,"['Well', 'hello', 'Jesse', 'Hitchcock', 'Fancy', 'meeting']","[u'well', u'hello', u'jess', u'hitchcock', u'fanci', u'meet']"
18,663818704006758_664188300636465,632493333805962_663818704006758,,2017-12-15 14:02:13,1,1,0,0,0,0,0,0,"when are you and the entire Liberal team announcing you are all going since plant-based diets would help reduce emissions by +%? if is truly a crucial issue, then put personal actions behind your endless 'announcements' and 'commitments'","['#vegan', '#ClimateAction']",[],entire Liberal team announcing going since plant based diets would help reduce emissions truly crucial issue put personal actions behind endless announcements commitments,"['entire', 'Liberal', 'team', 'announcing', 'going', 'since', 'plant', 'based', 'diets', 'would', 'help', 'reduce', 'emissions', 'truly', 'crucial', 'issue', 'put', 'personal', 'actions', 'behind', 'endless', 'announcements', 'commitments']","[u'entir', u'liber', u'team', u'announc', u'go', u'sinc', u'plant', u'base', u'diet', u'would', u'help', u'reduc', u'emiss', u'truli', u'crucial', u'issu', u'put', u'person', u'action', u'behind', u'endless', u'announc', u'commit']"
19,663206447401317_664188397303122,632493333805962_663206447401317,,2017-12-15 14:02:30,0,0,0,0,0,0,0,0,What is “renewable natural gas”?,[],[],renewable natural,"['renewable', 'natural']","[u'renew', u'natur']"
20,663206447401317_665409007181061,632493333805962_663206447401317,663206447401317_664188397303122,2017-12-17 19:17:06,0,0,0,0,0,0,0,0,Methane from waste.,[],[],Methane waste,"['Methane', 'waste']","[u'methan', u'wast']"
21,662218024166826_662502427471719,632493333805962_662218024166826,,2017-12-12 10:08:49,0,0,0,0,0,0,0,0,Exercise and Vitamin D Better Together for Heart Health [[SHARE]],[],['https://www.hopkinsmedicine.org/news/media/releases/exercise_and_vitamin_d_better_together_for_heart_health'],Exercise Vitamin Better Together Heart Health SHARE,"['Exercise', 'Vitamin', 'Better', 'Together', 'Heart', 'Health', 'SHARE']","[u'exercis', u'vitamin', u'better', u'togeth', u'heart', u'health', u'share']"
22,662218024166826_662503664138262,632493333805962_662218024166826,662218024166826_662502427471719,2017-12-12 10:10:45,1,1,0,0,0,0,0,0,"Vitamin D deficiency is reportedly common, but we lack data from young adults. Such data are of interest because epidemiological data support vitamin D as a possible risk modulator for diabetes and cardiovascular ('cardiometabolic') disease [[SHARE]]",[],['https://www.ncbi.nlm.nih.gov/pubmed/29222903'],Vitamin deficiency reportedly common lack data young adults data interest epidemiological data support vitamin possible risk modulator diabetes cardiovascular cardiometabolic disease SHARE,"['Vitamin', 'deficiency', 'reportedly', 'common', 'lack', 'data', 'young', 'adults', 'data', 'interest', 'epidemiological', 'data', 'support', 'vitamin', 'possible', 'risk', 'modulator', 'diabetes', 'cardiovascular', 'cardiometabolic', 'disease', 'SHARE']","[u'vitamin', u'defici', u'report', u'common', u'lack', u'data', u'young', u'adult', u'data', u'interest', u'epidemiolog', u'data', u'support', u'vitamin', u'possibl', u'risk', u'modul', u'diabet', u'cardiovascular', u'cardiometabol', u'diseas', u'share']"
23,662218024166826_662519550803340,632493333805962_662218024166826,,2017-12-12 10:48:01,0,0,0,0,0,0,0,0,Fake news !,[],[],Fake news,"['Fake', 'news']","[u'fake', u'news']"
24,661403767581585_661495740905721,632493333805962_661403767581585,,2017-12-10 11:44:16,1,1,0,0,0,0,0,0,Our thanks to the Canadian Government for stepping up their game and pushing clean energy as a foundational piece to our trade policies.,[],[],thanks Canadian Government stepping game pushing clean energy foundational piece trade policies,"['thanks', 'Canadian', 'Government', 'stepping', 'game', 'pushing', 'clean', 'energy', 'foundational', 'piece', 'trade', 'policies']","[u'thank', u'canadian', u'govern', u'step', u'game', u'push', u'clean', u'energi', u'foundat', u'piec', u'trade', u'polici']"
25,659802921075003_660430977678864,632493333805962_659802921075003,,2017-12-08 21:01:13,0,0,0,0,0,0,0,0,Great job Tim!,[],[],Great job Tim,"['Great', 'job', 'Tim']","[u'great', u'job', u'tim']"
26,659802921075003_660438804344748,632493333805962_659802921075003,,2017-12-08 21:22:16,0,0,0,0,0,0,0,0,Boss level,[],[],Boss level,"['Boss', 'level']","[u'boss', u'level']"
27,659802921075003_660440771011218,632493333805962_659802921075003,,2017-12-08 21:28:49,0,0,0,0,0,0,0,0,Wicked bro!!! Proud moment!!,[],[],Wicked bro Proud moment,"['Wicked', 'bro', 'Proud', 'moment']","[u'wick', u'bro', u'proud', u'moment']"
28,659802921075003_660615030993792,632493333805962_659802921075003,,2017-12-09 06:30:19,0,0,0,0,0,0,0,0,Nice!!!,[],[],Nice,['Nice'],[u'nice']
29,659802921075003_661596057562356,632493333805962_659802921075003,,2017-12-10 15:39:31,1,0,0,0,1,0,0,0,Little does she know he loves pro wrestling and plays in a metal band....... John Simon Fallon,[],[],Little know loves pro wrestling plays metal band John Simon Fallon,"['Little', 'know', 'loves', 'pro', 'wrestling', 'plays', 'metal', 'band', 'John', 'Simon', 'Fallon']","[u'littl', u'know', u'love', u'pro', u'wrestl', u'play', u'metal', u'band', u'john', u'simon', u'fallon']"
30,659802921075003_661628000892495,632493333805962_659802921075003,659802921075003_661596057562356,2017-12-10 17:01:08,0,0,0,0,0,0,0,0,Its the government. They already know,[],[],government already know,"['government', 'already', 'know']","[u'govern', u'alreadi', u'know']"
31,659802921075003_661653364223292,632493333805962_659802921075003,659802921075003_661596057562356,2017-12-10 18:30:06,0,0,0,0,0,0,0,0,true..... old white men...,[],[],true old white men,"['true', 'old', 'white', 'men']","[u'true', u'old', u'white', u'men']"
32,659802921075003_661963367525625,632493333805962_659802921075003,,2017-12-11 09:18:08,0,0,0,0,0,0,0,0,Wooo! Good job Tim!,[],[],Wooo Good job Tim,"['Wooo', 'Good', 'job', 'Tim']","[u'wooo', u'good', u'job', u'tim']"
33,659183624470266_659634864425142,632493333805962_659183624470266,,2017-12-07 10:50:40,0,0,0,0,0,0,0,0,Bombardier is best in technology and creating new inventions to reduce pollution,[],[],Bombardier best technology creating new inventions reduce pollution,"['Bombardier', 'best', 'technology', 'creating', 'new', 'inventions', 'reduce', 'pollution']","[u'bombardi', u'best', u'technolog', u'creat', u'new', u'invent', u'reduc', u'pollut']"
34,655615324827096_656223208099641,632493333805962_655615324827096,,2017-12-01 17:52:19,2,2,0,0,0,0,0,0,Jenna Shervill!,[],[],Jenna Shervill,"['Jenna', 'Shervill']","[u'jenna', u'shervil']"
35,654037424984886_654294931625802,632493333805962_654037424984886,,2017-11-28 05:20:24,0,0,0,0,0,0,0,0,Great to recognize this guys achievements. However what is the point when we shift our trade to countries that have little to no human rights and no regard at all for environment with zero pollution controls! It's giving with one hand and roping it back with the other!?,[],[],Great recognize guys achievements However point shift trade countries little human rights regard environment zero pollution controls giving one hand roping back,"['Great', 'recognize', 'guys', 'achievements', 'However', 'point', 'shift', 'trade', 'countries', 'little', 'human', 'rights', 'regard', 'environment', 'zero', 'pollution', 'controls', 'giving', 'one', 'hand', 'roping', 'back']","[u'great', u'recogn', u'guy', u'achiev', u'howev', u'point', u'shift', u'trade', u'countri', u'littl', u'human', u'right', u'regard', u'environ', u'zero', u'pollut', u'control', u'give', u'one', u'hand', u'rope', u'back']"
36,652440791811216_654439914944637,632493333805962_652440791811216,,2017-11-28 09:57:23,0,0,0,0,0,0,0,0,yes I...,[],[],yes,['yes'],[u'yes']
37,651779198544042_651826738539288,632493333805962_651779198544042,,2017-11-23 14:47:20,0,0,0,0,0,0,0,0,not sure who controls the pan and zoom but it would be beneficial to us watching to see the presentation too,[],[],sure controls pan zoom would beneficial us watching see presentation,"['sure', 'controls', 'pan', 'zoom', 'would', 'beneficial', 'us', 'watching', 'see', 'presentation']","[u'sure', u'control', u'pan', u'zoom', u'would', u'benefici', 'us', u'watch', u'see', u'present']"
38,651674615221167_651718878550074,632493333805962_651674615221167,,2017-11-23 10:54:12,0,0,0,0,0,0,0,0,Thank you Catherine McKenna for representing us all in Canada.,[],[],Thank Catherine McKenna representing us Canada,"['Thank', 'Catherine', 'McKenna', 'representing', 'us', 'Canada']","[u'thank', u'catherin', u'mckenna', u'repres', 'us', u'canada']"
39,651674615221167_651826971872598,632493333805962_651674615221167,651674615221167_651718878550074,2017-11-23 14:47:59,0,0,0,0,0,0,0,0,Time to take your meds Barby !!,[],[],Time take meds Barby,"['Time', 'take', 'meds', 'Barby']","[u'time', u'take', u'med', u'barbi']"
40,651674615221167_651895551865740,632493333805962_651674615221167,651674615221167_651718878550074,2017-11-23 17:01:43,0,0,0,0,0,0,0,0,I sure hope your not serious,[],[],sure hope your not serious,"['sure', 'hope', 'your', 'not', 'serious']","[u'sure', u'hope', u'your', u'not', u'serious']"
41,651674615221167_651930991862196,632493333805962_651674615221167,651674615221167_651718878550074,2017-11-23 18:57:50,0,0,0,0,0,0,0,0,She does NOT represent me!,[],[],represent,['represent'],[u'repres']
42,651674615221167_652282918493670,632493333805962_651674615221167,651674615221167_651718878550074,2017-11-24 10:13:25,2,2,0,0,0,0,0,0,She only represents the mindless sheeple of selfie boy,[],[],represents mindless sheeple selfie boy,"['represents', 'mindless', 'sheeple', 'selfie', 'boy']","[u'repres', u'mindless', u'sheepl', u'selfi', u'boy']"
43,651674615221167_651905935198035,632493333805962_651674615221167,,2017-11-23 17:32:29,1,1,0,0,0,0,0,0,"What a waste of air, she should not be any kind of representative for the Canadian people, total failure",[],[],waste air kind representative Canadian people total failure,"['waste', 'air', 'kind', 'representative', 'Canadian', 'people', 'total', 'failure']","[u'wast', u'air', u'kind', u'repres', u'canadian', u'peopl', u'total', u'failur']"
44,651674615221167_652118408510121,632493333805962_651674615221167,,2017-11-24 03:18:53,1,1,0,0,0,0,0,0,Someone should teach climate Barbie to only open her mouth when a man feeds it,[],[],Someone teach climate Barbie open mouth man feeds,"['Someone', 'teach', 'climate', 'Barbie', 'open', 'mouth', 'man', 'feeds']","[u'someon', u'teach', u'climat', u'barbi', u'open', u'mouth', u'man', u'feed']"
45,651674615221167_651931935195435,632493333805962_651674615221167,,2017-11-23 19:02:13,1,1,0,0,0,0,0,0,More rhetoric from climate Barbie.,[],[],rhetoric climate Barbie,"['rhetoric', 'climate', 'Barbie']","[u'rhetor', u'climat', u'barbi']"
46,651674615221167_654005451654750,632493333805962_651674615221167,,2017-11-27 15:30:58,0,0,0,0,0,0,0,0,Catherine McKenna quick question how do you heat your house?,[],[],Catherine McKenna quick question heat house,"['Catherine', 'McKenna', 'quick', 'question', 'heat', 'house']","[u'catherin', u'mckenna', u'quick', u'question', u'heat', u'hous']"
47,651674615221167_651913111863984,632493333805962_651674615221167,,2017-11-23 18:03:36,0,0,0,0,0,0,0,0,lmao wow. What a waste of air time.,[],[],lmao wow waste air time,"['lmao', 'wow', 'waste', 'air', 'time']","[u'lmao', u'wow', u'wast', u'air', u'time']"
48,651674615221167_651779951877300,632493333805962_651674615221167,,2017-11-23 13:28:10,1,1,0,0,0,0,0,0,She is a waste of time,[],[],waste time,"['waste', 'time']","[u'wast', u'time']"
49,651674615221167_652560311799264,632493333805962_651674615221167,,2017-11-24 23:41:49,0,0,0,0,0,0,0,0,She doesn’t represent me,[],[],represent,['represent'],[u'repres']
50,651674615221167_652479541807341,632493333805962_651674615221167,,2017-11-24 18:26:33,0,0,0,0,0,0,0,0,,[],['https://www.facebook.com/groups/1477995152508354?view=permalink&id=1730736427234224'],nan,['nan'],[u'nan']
51,651674615221167_653588021696493,632493333805962_651674615221167,,2017-11-26 21:20:48,0,0,0,0,0,0,0,0,Thanks Climate Barbie,[],[],Thanks Climate Barbie,"['Thanks', 'Climate', 'Barbie']","[u'thank', u'climat', u'barbi']"
52,651674615221167_652322621823033,632493333805962_651674615221167,,2017-11-24 11:30:25,0,0,0,0,0,0,0,0,She's an idiot !,[],[],idiot,['idiot'],[u'idiot']
53,651674615221167_651905458531416,632493333805962_651674615221167,,2017-11-23 17:30:19,0,0,0,0,0,0,0,0,You are an idiot,[],[],idiot,['idiot'],[u'idiot']
54,651674615221167_653308485057780,632493333805962_651674615221167,,2017-11-26 09:07:04,0,0,0,0,0,0,0,0,Respect please!,[],[],Respect please,"['Respect', 'please']","[u'respect', u'pleas']"
55,650233905365238_651102788611683,632493333805962_650233905365238,,2017-11-22 07:44:18,0,0,0,0,0,0,0,0,Su ThiKhaing here,[],[],Su ThiKhaing,"['Su', 'ThiKhaing']","['su', u'thikha']"
56,650044275384201_650054935383135,632493333805962_650044275384201,,2017-11-20 10:19:08,4,4,0,0,0,0,0,0,glad two people from opposite parties are working together!,[],[],glad two people opposite parties working together,"['glad', 'two', 'people', 'opposite', 'parties', 'working', 'together']","[u'glad', u'two', u'peopl', u'opposit', u'parti', u'work', u'togeth']"
57,650044275384201_650149055373723,632493333805962_650044275384201,,2017-11-20 12:52:00,1,1,0,0,0,0,0,0,"This has been inspiring - former PM Brian Mulroney's and Minister Catherine McKenna's words reminded me of the role that small town's and rural communities played and continue to play in a sustainable future for our planet. As the mayor of the Town of Prescott in the 's and past and present participant in the movement toward a balanced and vigorous approach to sustainability it was an honour in the Canada C3 eedition. With my colleagues, I look forward to hearing Minister MacKenna's address at the Scaling Up conference on the bioeconomy in Ottawa next week and being further inspired!!",[],[],inspiring former PM Brian Mulroney Minister Catherine McKenna words reminded role small town rural communities played continue play sustainable future planet mayor Town Prescott past present participant movement toward balanced vigorous approach sustainability honour Canada C3 eedition colleagues look forward hearing Minister MacKenna address Scaling conference bioeconomy Ottawa next week inspired,"['inspiring', 'former', 'PM', 'Brian', 'Mulroney', 'Minister', 'Catherine', 'McKenna', 'words', 'reminded', 'role', 'small', 'town', 'rural', 'communities', 'played', 'continue', 'play', 'sustainable', 'future', 'planet', 'mayor', 'Town', 'Prescott', 'past', 'present', 'participant', 'movement', 'toward', 'balanced', 'vigorous', 'approach', 'sustainability', 'honour', 'Canada', 'C3', 'eedition', 'colleagues', 'look', 'forward', 'hearing', 'Minister', 'MacKenna', 'address', 'Scaling', 'conference', 'bioeconomy', 'Ottawa', 'next', 'week', 'inspired']","[u'inspir', u'former', 'pm', u'brian', u'mulroney', u'minist', u'catherin', u'mckenna', u'word', u'remind', u'role', u'small', u'town', u'rural', u'communiti', u'play', u'continu', u'play', u'sustain', u'futur', u'planet', u'mayor', u'town', u'prescott', u'past', u'present', u'particip', u'movement', u'toward', u'balanc', u'vigor', u'approach', u'sustain', u'honour', u'canada', 'c3', u'eedit', u'colleagu', u'look', u'forward', u'hear', u'minist', u'mackenna', u'address', u'scale', u'confer', u'bioeconomi', u'ottawa', u'next', u'week', u'inspir']"
58,650044275384201_650062152049080,632493333805962_650044275384201,,2017-11-20 10:30:35,2,2,0,0,0,0,0,0,"If Canada is ALL-IN on climate change then get rid of fossil-fuel subsidies, as promised by many countries in . Put the MONEY behind the talk. Be an example to the world. Zero fossil fuel subsidies. They are a GIFT to fossil-fuel companies. They make no sense now...am I missing something?????",[],[],Canada climate change get rid fossil fuel subsidies promised many countries Put MONEY behind talk example world Zero fossil fuel subsidies GIFT fossil fuel companies make sense missing something,"['Canada', 'climate_change', 'get', 'rid', 'fossil', 'fuel', 'subsidies', 'promised', 'many', 'countries', 'Put', 'MONEY', 'behind', 'talk', 'example', 'world', 'Zero', 'fossil', 'fuel', 'subsidies', 'GIFT', 'fossil', 'fuel', 'companies', 'make', 'sense', 'missing', 'something']","[u'canada', u'climate_chang', u'get', u'rid', u'fossil', u'fuel', u'subsidi', u'promis', u'mani', u'countri', u'put', u'money', u'behind', u'talk', u'exampl', u'world', u'zero', u'fossil', u'fuel', u'subsidi', u'gift', u'fossil', u'fuel', u'compani', u'make', u'sens', u'miss', u'someth']"
59,650044275384201_650067868715175,632493333805962_650044275384201,,2017-11-20 10:40:22,2,2,0,0,0,0,0,0,Bailike Ma,[],[],Bailike,['Bailike'],[u'bailik']
60,650044275384201_650117525376876,632493333805962_650044275384201,650044275384201_650067868715175,2017-11-20 11:47:41,0,0,0,0,0,0,0,0,,[],[],nan,['nan'],[u'nan']
61,650044275384201_650076038714358,632493333805962_650044275384201,,2017-11-20 10:53:23,0,0,0,0,0,0,0,0,"This is something to celebrate. I hope it provides opportunities to shorten the timeline for the Kigali Amendment, and to tell world that replacing the current generation of refrigerants is the most powerful way to fight global warming!",[],[],something celebrate hope provides opportunities shorten timeline Kigali Amendment tell world replacing current generation refrigerants powerful way fight global warming,"['something', 'celebrate', 'hope', 'provides', 'opportunities', 'shorten', 'timeline', 'Kigali', 'Amendment', 'tell', 'world', 'replacing', 'current', 'generation', 'refrigerants', 'powerful', 'way', 'fight', 'global', 'warming']","[u'someth', u'celebr', u'hope', u'provid', u'opportun', u'shorten', u'timelin', u'kigali', u'amend', u'tell', u'world', u'replac', u'current', u'generat', u'refriger', u'power', u'way', u'fight', u'global', u'warm']"
62,650044275384201_650064018715560,632493333805962_650044275384201,,2017-11-20 10:34:00,0,0,0,0,0,0,0,0,"The humans hurted the earth and the earth will hurt us ,this.is became normal.since.we.can.see changes happen all over the world disasters .... so only humans can solve this problems with big.excuses to our mother earth ......",[],[],humans hurted earth earth hurt us became normal since see changes happen world disasters humans solve problems big excuses mother earth,"['humans', 'hurted', 'earth', 'earth', 'hurt', 'us', 'became', 'normal', 'since', 'see', 'changes', 'happen', 'world', 'disasters', 'humans', 'solve', 'problems', 'big', 'excuses', 'mother', 'earth']","[u'human', u'hurt', u'earth', u'earth', u'hurt', 'us', u'becam', u'normal', u'sinc', u'see', u'chang', u'happen', u'world', u'disast', u'human', u'solv', u'problem', u'big', u'excus', u'mother', u'earth']"
63,650044275384201_650692911986004,632493333805962_650044275384201,,2017-11-21 12:44:33,0,0,0,0,0,0,0,0,P379984130p3841571 canada/Russia American I around proud aspberg syndromes. _Caustic syndromes I am of legal parent. Yolanda/Frankie Durncell legalfarthers onreceipts and legal Mothers Mary Ann Stevenson-of if Samberg aspatient jazmine icis Blackheart Adams William's. My son's get there own sex.partners it's I world right underneath us I peace bells in sky!!!!!!!,[],[],P379984130p3841571 canada Russia American around proud aspberg syndromes syndromes legal parent Yolanda Frankie Durncell legalfarthers onreceipts legal Mothers Mary Ann Stevenson Samberg aspatient jazmine icis Blackheart Adams William son get sex partners world right underneath us peace bells sky,"['P379984130p3841571', 'canada', 'Russia', 'American', 'around', 'proud', 'aspberg', 'syndromes', 'syndromes', 'legal', 'parent', 'Yolanda', 'Frankie', 'Durncell', 'legalfarthers', 'onreceipts', 'legal', 'Mothers', 'Mary', 'Ann', 'Stevenson', 'Samberg', 'aspatient', 'jazmine', 'icis', 'Blackheart', 'Adams', 'William', 'son', 'get', 'sex', 'partners', 'world', 'right', 'underneath', 'us', 'peace', 'bells', 'sky']","[u'p379984130p3841571', u'canada', u'russia', u'american', u'around', u'proud', u'aspberg', u'syndrom', u'syndrom', u'legal', u'parent', u'yolanda', u'franki', u'durncel', u'legalfarth', u'onreceipt', u'legal', u'mother', u'mari', u'ann', u'stevenson', u'samberg', u'aspati', u'jazmin', u'ici', u'blackheart', u'adam', u'william', u'son', u'get', u'sex', u'partner', u'world', u'right', u'underneath', 'us', u'peac', u'bell', u'sky']"
64,650044275384201_650068252048470,632493333805962_650044275384201,,2017-11-20 10:41:01,2,2,0,0,0,0,0,0,Keep it up!,[],[],Keep,['Keep'],[u'keep']
65,650044275384201_650103952044900,632493333805962_650044275384201,,2017-11-20 11:20:01,0,0,0,0,0,0,0,0,"Thank You all for your work,I know it was hard,competing against evil and their partners...I Love You...",[],[],Thank work know hard competing evil partners Love,"['Thank', 'work', 'know', 'hard', 'competing', 'evil', 'partners', 'Love']","[u'thank', u'work', u'know', u'hard', u'compet', u'evil', u'partner', u'love']"
66,650044275384201_650049772050318,632493333805962_650044275384201,,2017-11-20 10:15:27,1,1,0,0,0,0,0,0,,[],[],nan,['nan'],[u'nan']
67,650044275384201_650061632049132,632493333805962_650044275384201,,2017-11-20 10:29:41,1,1,0,0,0,0,0,0,,[],[],nan,['nan'],[u'nan']
