comment_id,status_id,parent_id,comment_message,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special
655615324827096_656223208099641,632493333805962_655615324827096,,Jenna Shervill!,2017-12-01 17:52:19,2,2,0,0,0,0,0,0
654037424984886_654294931625802,632493333805962_654037424984886,,Great to recognize this guys achievements. However what is the point when we shift our trade to countries that have little to no human rights and no regard at all for environment with zero pollution controls! It's giving with one hand and roping it back with the other!?,2017-11-28 05:20:24,0,0,0,0,0,0,0,0
652440791811216_654439914944637,632493333805962_652440791811216,,yes I...,2017-11-28 09:57:23,0,0,0,0,0,0,0,0
651779198544042_651826738539288,632493333805962_651779198544042,,not sure who controls the pan and zoom but it would be beneficial to us watching to see the presentation too,2017-11-23 14:47:20,0,0,0,0,0,0,0,0
651674615221167_651718878550074,632493333805962_651674615221167,,Thank you Catherine McKenna for representing us all in Canada.,2017-11-23 10:54:12,0,0,0,0,0,0,0,0
651674615221167_651826971872598,632493333805962_651674615221167,651674615221167_651718878550074,Time to take your meds Barby !!,2017-11-23 14:47:59,0,0,0,0,0,0,0,0
651674615221167_651895551865740,632493333805962_651674615221167,651674615221167_651718878550074,I sure hope your not serious,2017-11-23 17:01:43,0,0,0,0,0,0,0,0
651674615221167_651930991862196,632493333805962_651674615221167,651674615221167_651718878550074,She does NOT represent me!,2017-11-23 18:57:50,0,0,0,0,0,0,0,0
651674615221167_652282918493670,632493333805962_651674615221167,651674615221167_651718878550074,She only represents the mindless sheeple of selfie boy,2017-11-24 10:13:25,2,2,0,0,0,0,0,0
651674615221167_651905935198035,632493333805962_651674615221167,,"What a waste of air, she should not be any kind of representative for the Canadian people, total failure",2017-11-23 17:32:29,1,1,0,0,0,0,0,0
651674615221167_652118408510121,632493333805962_651674615221167,,Someone should teach climate Barbie to only open her mouth when a man feeds it,2017-11-24 03:18:53,1,1,0,0,0,0,0,0
651674615221167_651931935195435,632493333805962_651674615221167,,More rhetoric from climate Barbie.,2017-11-23 19:02:13,1,1,0,0,0,0,0,0
651674615221167_654005451654750,632493333805962_651674615221167,,Catherine McKenna  quick question how do you heat your house?,2017-11-27 15:30:58,0,0,0,0,0,0,0,0
651674615221167_651913111863984,632493333805962_651674615221167,,lmao wow. What a waste of air time.,2017-11-23 18:03:36,0,0,0,0,0,0,0,0
651674615221167_651779951877300,632493333805962_651674615221167,,She is a waste of time,2017-11-23 13:28:10,1,1,0,0,0,0,0,0
651674615221167_652560311799264,632493333805962_651674615221167,,She doesn’t represent me,2017-11-24 23:41:49,0,0,0,0,0,0,0,0
651674615221167_652479541807341,632493333805962_651674615221167,,https://www.facebook.com/groups/1477995152508354?view=permalink&id=1730736427234224,2017-11-24 18:26:33,0,0,0,0,0,0,0,0
651674615221167_653588021696493,632493333805962_651674615221167,,Thanks Climate Barbie,2017-11-26 21:20:48,0,0,0,0,0,0,0,0
651674615221167_652322621823033,632493333805962_651674615221167,,She's an idiot !,2017-11-24 11:30:25,0,0,0,0,0,0,0,0
651674615221167_651905458531416,632493333805962_651674615221167,,You are an idiot,2017-11-23 17:30:19,0,0,0,0,0,0,0,0
651674615221167_653308485057780,632493333805962_651674615221167,,Respect please! :-),2017-11-26 09:07:04,0,0,0,0,0,0,0,0
650233905365238_651102788611683,632493333805962_650233905365238,,Su ThiKhaing here,2017-11-22 07:44:18,0,0,0,0,0,0,0,0
650044275384201_650054935383135,632493333805962_650044275384201,,glad two people from opposite parties are working together!,2017-11-20 10:19:08,4,4,0,0,0,0,0,0
650044275384201_650149055373723,632493333805962_650044275384201,,"This has been inspiring - former PM Brian Mulroney's and Minister Catherine McKenna's words reminded me  of the role that small town's and rural communities played and continue to play in a sustainable future for our planet.  As the mayor of the Town of Prescott in the 1980's and past and present participant in the movement toward a balanced and vigorous approach to sustainability it was an honour in the Canada C3 expedition. With my colleagues, I look forward to hearing Minister MacKenna's address at  the Scaling Up 2017 conference on the bioeconomy in Ottawa next week and being further inspired!!",2017-11-20 12:52:00,1,1,0,0,0,0,0,0
650044275384201_650062152049080,632493333805962_650044275384201,,"If Canada is ALL-IN on climate change then get rid of fossil-fuel subsidies, as promised by many countries in 2009. Put the MONEY behind the talk. Be an example to the world. Zero fossil fuel subsidies. They are a GIFT to fossil-fuel companies. They make no sense now...am I missing something?????",2017-11-20 10:30:35,2,2,0,0,0,0,0,0
650044275384201_650067868715175,632493333805962_650044275384201,,Bailike Ma,2017-11-20 10:40:22,2,2,0,0,0,0,0,0
650044275384201_650117525376876,632493333805962_650044275384201,650044275384201_650067868715175,😁,2017-11-20 11:47:41,0,0,0,0,0,0,0,0
650044275384201_650076038714358,632493333805962_650044275384201,,"This is something to celebrate. I hope it provides opportunities to shorten the timeline for the Kigali Amendment, and to tell world that replacing the current generation of refrigerants is the most powerful way to fight global warming!",2017-11-20 10:53:23,0,0,0,0,0,0,0,0
650044275384201_650064018715560,632493333805962_650044275384201,,"The humans hurted the earth and the earth will hurt us ,this.is became normal.since.we.can.see changes happen all over the world disasters .... so only humans can solve this problems with big.excuses to our mother earth ......",2017-11-20 10:34:00,0,0,0,0,0,0,0,0
650044275384201_650692911986004,632493333805962_650044275384201,,P379984130p3841571 canada/Russia American I around  proud  aspberg syndromes. _Caustic syndromes  I am of legal parent.    Yolanda/Frankie Durncell legalfarthers onreceipts and legal Mothers Mary Ann Stevenson-of  if Samberg  asp=patient jazmine icis Blackheart Adams William's. My son's get there own sex.partners it's  2017 I world right underneath us I peace bells in sky!!!!!!!,2017-11-21 12:44:33,0,0,0,0,0,0,0,0
650044275384201_650068252048470,632493333805962_650044275384201,,Keep it up!,2017-11-20 10:41:01,2,2,0,0,0,0,0,0
650044275384201_650103952044900,632493333805962_650044275384201,,"Thank You all for your work,I know it was hard,competing against evil and their partners...I Love You...",2017-11-20 11:20:01,0,0,0,0,0,0,0,0
650044275384201_650049772050318,632493333805962_650044275384201,,📌,2017-11-20 10:15:27,1,1,0,0,0,0,0,0
650044275384201_650061632049132,632493333805962_650044275384201,,👍,2017-11-20 10:29:41,1,1,0,0,0,0,0,0
650044275384201_650062628715699,632493333805962_650044275384201,,Watching from Prince Albert Saskatchewan...,2017-11-20 10:31:22,1,1,0,0,0,0,0,0
650044275384201_650758121979483,632493333805962_650044275384201,,Omg .mr brian the ex pm of canada.i remember him when I was listening to radio canada the Arabic part.it was of my dreams stay at Canada. But for sorry it didn't,2017-11-21 15:16:14,0,0,0,0,0,0,0,0
650044275384201_650863825302246,632493333805962_650044275384201,,"Félicitation Nathalie, je suis fière de toi !!",2017-11-21 20:33:12,0,0,0,0,0,0,0,0
650044275384201_650548942000401,632493333805962_650044275384201,,very good !,2017-11-21 07:04:02,0,0,0,0,0,0,0,0
650019872053308_650053492049946,632493333805962_650019872053308,,"all peoples in Canada, native and newcomer nations descendants instruct the federal government to reign in power of CANADIAN NUCLEAR ASSESSEMENT AGENCY permitting liquid radioactive waste transfers to USA - the City of Montreal and Mohawk peoples and many municipalities in QC unanimously spoke against this with resolution s. See ""Rencontres Historiques Ville de Montréal et Conseil Traditionnel Mohawk - we.ismenetoussaint.com

For English scroll down in French  version",2017-11-20 10:16:32,0,0,0,0,0,0,0,0
650019872053308_650056005383028,632493333805962_650019872053308,,"See what former Japanese PM who had to oversee Fukushima disaster says in French in Paris about urgent need to say no to nuclear energy - RAYMOND-STONE IWAASA, LIAISON SCIENTIFIQUE, CONSEIL TRADITIONNEL KAIENKÈHAKA, (KANADA) cell - 1-514-622-1443
PAROLES DE PAIX EN TERRE AUTOCHTONE, ÉDITIONS LE JOUR, 2016, MONTRÉAL-PARIS  

https://www.youtube.com/watch?v=NYDCewnCL6k    Ouverture, MME. BALVET, ANCIEN  PM N. KAN  (JAPON) et myself doing borrowed Mohawk opening,",2017-11-20 10:20:54,0,0,0,0,0,0,0,0
648707115517917_650109705377658,632493333805962_648707115517917,,Ethan Henry....how amazing is Annie?!!!  So proud!,2017-11-20 11:31:32,1,1,0,0,0,0,0,0
648707115517917_651889705199658,632493333805962_648707115517917,,Good work .😌😌,2017-11-23 16:38:13,0,0,0,0,0,0,0,0
647726192282676_647726795615949,632493333805962_647726192282676,,Sorry to hear that. I was tuning in from home. Good luck with the event!! 🇨🇦🌎🌱,2017-11-16 06:45:50,0,0,0,0,0,0,0,0
647696102285685_647726098949352,632493333805962_647696102285685,,"Apologies. Due to technical difficulties, we can no longer provide live streaming.",2017-11-16 06:43:42,0,0,0,0,0,0,0,0
644353892619906_650127525375876,632493333805962_644353892619906,,👍,2017-11-20 12:11:12,0,0,0,0,0,0,0,0
