Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,num_shares,num_likes,Reactions_SUM,language,average_sentiment_score,sentiment,account_name,words_matched_list,matched_keywords,category,lemmatized_text,FSDS_matched_keywords,FSDS_category
12,862699348836196352,2017-05-11 16:02:07,['https://t.co/cdQUnAIE04'],Consultez notre guide sur le bruit et les vibrations ferroviaires &gt;  https://t.co/cdQUnAIE04 #polmun #UMQ,Consultez guide bruit les vibrations ferroviaires gt https co cdQUnAIE04 polmun UMQ,"['#polmun', '#UMQ']",2,2,4,fr,0.0,Neutral,OTC_gc_tweeter,['air'],[],unknown,"['consultez', 'guide', 'bruit', 'les', 'vibration', 'ferroviaires', 'gt', 'httpstcocdqunaie04', '#polmun', '#umq']",[],unknown
13,794182954029371392,2016-11-03 14:22:26,['https://t.co/X\xe2\x80\xa6'],RT @Transports_gc: Le ministre Garneau présente son plan stratégique pour l’avenir des transports au Canada. #Transports2030 https://t.co/X…,RT Le ministre Garneau sente son plan gique pour avenir des transports au Canada Transports2030 https co,['#Transports2030'],4,0,4,fr,0.0,Neutral,OTC_gc_tweeter,"['ministre', 'transport']","['ministre', 'garneau']",Economical,"['rt', 'transports_gc', 'ministre', 'garneau', 'présente', 'plan', 'stratégique', ""l'avenir"", 'transports', 'canada', '#transports2030', 'httpstcox…']",[],unknown
14,869591960864124928,2017-05-30 16:30:54,['https://t.co/kSTiyjgHR'],Bagages perdus? Visionnez notre vidéo utile &gt; https://t.co/kSTiyjgHRC #DroitsPassager #MardiVoyage,Bagages perdus Visionnez notre utile gt https co kSTiyjgHRC DroitsPassager MardiVoyage,"['#DroitsPassager', '#MardiVoyage']",3,1,4,fr,0.0,Neutral,OTC_gc_tweeter,['droits'],['#mardivoyage'],Social,"['bagage', 'perdu', 'visionnez', 'vidéo', 'utile', 'gt', 'httpstcokstiyjghrc', '#droitspassager', '#mardivoyage']",[],unknown
15,772406503571591168,2016-09-04 12:10:35,['https://t.co\xe2\x80\xa6'],RT @Transports_gc: En #avion avec des enfants en bas âge? Tout enfant de moins de deux ans doit être accompagné d’un adulte. 👶 https://t.co…,RT En avion avec des enfants en bas ge Tout enfant de moins de deux ans doit un adulte https,['#avion'],4,0,4,fr,0.0,Neutral,OTC_gc_tweeter,['enfants'],"['enfant', 'enfant']",Social,"['rt', 'transports_gc', '#avion', 'enfant', 'bas', 'âge', 'tout', 'enfant', 'moins', 'deux', 'an', 'doit', 'être', 'accompagné', ""d'un"", 'adulte', 'httpstco…']",[],unknown
16,861294843464736769,2017-05-07 19:01:07,['https://t.co/oGr8gNFoNO'],Visitez notre page PrenezL'airAverti et obtenez des conseils sur la préparation de votre prochain voyage aérien à https://t.co/oGr8gNFoNO,Visitez notre page PrenezL airAverti et obtenez des conseils sur la paration de votre prochain voyage rien https co oGr8gNFoNO,[],3,0,3,fr,0.0,Neutral,OTC_gc_tweeter,"['vert', 'air']",[],unknown,"['visitez', 'page', ""prenezl'airaverti"", 'obtenez', 'conseil', 'préparation', 'prochain', 'voyage', 'aérien', 'httpstcoogr8gnfono']",[],unknown
17,794204636823646208,2016-11-03 15:48:35,[],RT @Transports_gc: Min. Garneau: Nous instaurerons un régime de droits des voyageurs aériens pour mieux protéger les consommateurs. #Transp…,RT Min Garneau Nous instaurerons un gime de droits des voyageurs riens pour mieux ger les consommateurs,['#Transp'],3,0,3,fr,0.0,Neutral,OTC_gc_tweeter,['droits'],"['garneau', 'droit', 'protéger', 'consommateur']",Economical,"['rt', 'transports_gc', 'minute', 'garneau', 'instaurerons', 'régime', 'droit', 'voyageur', 'aériens', 'mieux', 'protéger', 'les', 'consommateur', '#transp…']","['protéger', 'consommateur']",Clean growth
18,781124264309223424,2016-09-28 13:31:51,"['https://t.co/4wQm0LHiAY', 'https://t.co/9dmWkspSfl']",Nous avons simplifié notre processus de plaintes relatives au transport aérien! Consultez : https://t.co/4wQm0LHiAY https://t.co/9dmWkspSfl,Nous avons notre processus de plaintes relatives au transport rien Consultez https co 4wQm0LHiAY https co 9dmWkspSfl,[],3,0,3,fr,0.0,Neutral,OTC_gc_tweeter,['transport'],"['plainte', 'transport']",Social,"['simplifié', 'processus', 'plainte', 'relative', 'transport', 'aérien', 'consultez', 'httpstco4wqm0lhiay', 'httpstco9dmwkspsfl']",['transport'],Modern and resilient infrastructure
19,780800047634059264,2016-09-27 16:03:32,['https://t.co/KqgbtJP9Jm'],"RT @acsta_gc: VIDÉO : Passez rapidement au #ContrôleACSTA avec vos enfants. 
https://t.co/KqgbtJP9Jm",RT Passez rapidement au leACSTA avec vos enfants https co KqgbtJP9Jm,['#Contr'],3,0,3,fr,0.0,Neutral,OTC_gc_tweeter,['enfants'],['enfant'],Social,"['rt', 'acsta_gc', 'vidéo', 'passez', 'rapidement', '#contrôleacsta', 'enfant', 'httpstcokqgbtjp9jm']",[],unknown
20,804392390312292352,2016-12-01 18:31:05,"['https://t.co/yqW0y9ipNv', 'https://t.co/X2M10dSPHI']",Nous avons simplifié notre processus de plaintes relatives au transport aérien! Consultez &gt; https://t.co/yqW0y9ipNv https://t.co/X2M10dSPHI,Nous avons notre processus de plaintes relatives au transport rien Consultez gt https co yqW0y9ipNv https co X2M10dSPHI,[],3,0,3,fr,0.0,Neutral,OTC_gc_tweeter,['transport'],"['plainte', 'transport']",Social,"['simplifié', 'processus', 'plainte', 'relative', 'transport', 'aérien', 'consultez', 'gt', 'httpstcoyqw0y9ipnv', 'httpstcox2m10dsphi']",['transport'],Modern and resilient infrastructure
21,873238640553578496,2017-06-09 18:01:30,['https://t.co/peLJMaksOg'],"LSV? On peut vous refuser l'entrée ds un pays, faute d'avoir reçu les vaccins exigés. Visitez PrenezL'airAverti à https://t.co/peLJMaksOg",LSV peut vous refuser ds un pays faute avoir les vaccins Visitez PrenezL airAverti https co peLJMaksOg,[],2,1,3,fr,0.0,Neutral,OTC_gc_tweeter,"['vert', 'air']",['pays'],Social,"['lsv', 'peut', 'refuser', ""l'entrée"", 'ds', 'pays', 'faute', ""d'avoir"", 'reçu', 'les', 'vaccin', 'exigés', 'visitez', ""prenezl'airaverti"", 'httpstcopeljmaksog']",[],unknown
22,740609535832956932,2016-06-08 18:20:47,[],RT @salledepresseGC: .@ACEE_CEAA &amp; @OTC_gc invitent à commenter l'entente provisoire pour la commission d'examen #PôleLogistiqueMilton http…,RT salledepresseGC amp invitent commenter entente provisoire pour la commission examen leLogistiqueMilton,['#P'],3,0,3,fr,0.0,Neutral,OTC_gc_tweeter,['commission'],['acee_ceaa'],Environmental,"['rt', 'salledepressegc', 'acee_ceaa', 'amp', 'otc_gc', 'invitent', 'commenter', ""l'entente"", 'provisoire', 'commission', ""d'examen"", '#pôlelogistiquemilton', 'http…']",['amp'],Healthy coasts and oceans
23,892729979166916608,2017-08-02 12:53:07,[],RT @Transports_gc: #LSV?@OTC_gc offre une protection aux voyageurs aériens en cas de plaintes et de questions liées au transport aérien htt…,RT LSV offre une protection aux voyageurs riens en cas de plaintes et de questions es au transport rien,['#LSV'],3,0,3,fr,0.0,Neutral,OTC_gc_tweeter,['transport'],"['protection', 'plainte', 'transport']",Social,"['rt', 'transports_gc', '#lsvotc_gc', 'offre', 'protection', 'voyageur', 'aériens', 'cas', 'plainte', 'question', 'liées', 'transport', 'aérien', 'htt…']","['protection', 'transport']",Modern and resilient infrastructure
24,861981819801096193,2017-05-09 16:30:55,['https://t.co/ivitZkOGIn'],Quelle indemnisation devriez-vous recevoir en cas de perte de vos bagages? De plus amples détails &gt; https://t.co/ivitZkOGIn #MardiVoyage,Quelle indemnisation devriez vous recevoir en cas de perte de vos bagages De plus amples tails gt https co ivitZkOGIn MardiVoyage,['#MardiVoyage'],2,1,3,fr,0.0,Neutral,OTC_gc_tweeter,,['#mardivoyage'],Social,"['quelle', 'indemnisation', 'devriez-vous', 'recevoir', 'cas', 'perte', 'bagage', 'plus', 'amples', 'détail', 'gt', 'httpstcoivitzkogin', '#mardivoyage']",[],unknown
25,775753030646063105,2016-09-13 17:48:29,"['https://t.co/BxMvBEXMi', 'https://t.co/RG\xe2\x80\xa6']",RT @acsta_gc: ACSTA Plus : Mise à l’essai d’une voie à haut rendement à l’aéroport Montréal-Trudeau https://t.co/BxMvBEXMiD https://t.co/RG…,RT ACSTA Plus Mise essai une voie haut rendement roport al Trudeau https co BxMvBEXMiD https co,[],3,0,3,fr,0.0,Neutral,OTC_gc_tweeter,"['eau', 'or']",['rendement'],Economical,"['rt', 'acsta_gc', 'acsta', 'plus', 'mise', ""l'essai"", ""d'une"", 'voie', 'haut', 'rendement', ""l'aéroport"", 'montréal-trudeau', 'httpstcobxmvbexmid', 'httpstcorg…']",[],unknown
26,830129648109502465,2017-02-10 19:01:45,['https://t.co/Tg7oV4p4t'],Les modes alternatifs de règlement des différends renforcent la collaboration et l'engagement &gt; https://t.co/Tg7oV4p4t1,Les modes alternatifs de glement des rends renforcent la collaboration et engagement gt https co Tg7oV4p4t1,[],2,1,3,fr,0.0,Neutral,OTC_gc_tweeter,"['collaboration', 'engagement']",['collaboration'],Social,"['les', 'mode', 'alternatifs', 'règlement', 'différend', 'renforcent', 'collaboration', ""l'engagement"", 'gt', 'httpstcotg7ov4p4t1']",['collaboration'],Clean growth
27,780466968394600448,2016-09-26 18:00:00,['https://t.co/8Tz3UN6wwP'],RT @VoyageGdC: Vous ne savez pas si vous pouvez l’emporter en avion? Consultez notre guide : https://t.co/8Tz3UN6wwP,RT VoyageGdC Vous ne savez pas si vous pouvez emporter en avion Consultez notre guide https co 8Tz3UN6wwP,[],3,0,3,fr,0.0,Neutral,OTC_gc_tweeter,['or'],[],unknown,"['rt', 'voyagegdc', 'savez', 'si', 'pouvez', ""l'emporter"", 'avion', 'consultez', 'guide', 'httpstco8tz3un6wwp']",[],unknown
28,798953836668928000,2016-11-16 18:20:13,[],Ne ratez pas le discours de Scott Streiner sur le rôle de l'Office ds les licences aériennes et l'accessibilité #aviation  @atac_canada,Ne ratez pas le discours de Scott Streiner sur le le de Office ds les licences riennes et aviation,['#aviation'],1,2,3,fr,0.0,Neutral,OTC_gc_tweeter,['ice'],[],unknown,"['ratez', 'discours', 'scott', 'streiner', 'rôle', ""l'office"", 'ds', 'les', 'licence', 'aériennes', ""l'accessibilité"", '#aviation', 'atac_canada']",[],unknown
29,854371646530048001,2017-04-18 16:30:48,['https://t.co/6aLfVVJk9g'],Qu'arrive-t-il si vous ratez votre vol? Visionnez notre vidéo pour connaître vos droits &gt; https://t.co/6aLfVVJk9g &gt; #MardiVoyage,Qu arrive il si vous ratez votre vol Visionnez notre pour tre vos droits gt https co 6aLfVVJk9g gt MardiVoyage,['#MardiVoyage'],2,1,3,fr,0.0,Neutral,OTC_gc_tweeter,['droits'],"['droit', '#mardivoyage']",Social,"[""qu'arrive-t-il"", 'si', 'ratez', 'vol', 'visionnez', 'vidéo', 'connaître', 'droit', 'gt', 'httpstco6alfvvjk9g', 'gt', '#mardivoyage']",[],unknown
30,786919869728129024,2016-10-14 13:21:31,['https://t\xe2\x80\xa6'],RT @salledepresseGC: L'@ACEE_CEAA et l'@OTC_gc séances d'info sur l'examen du projet #PôleLogistiqueMilton : 26-27 oct. à #Milton https://t…,RT salledepresseGC et ances info sur examen du projet leLogistiqueMilton 26 27 oct Milton https,"['#P', '#Milton']",3,0,3,fr,0.0,Neutral,OTC_gc_tweeter,,['projet'],Social,"['rt', 'salledepressegc', ""l'acee_ceaa"", ""l'otc_gc"", 'séance', ""d'info"", ""l'examen"", 'projet', '#pôlelogistiquemilton', '26-27', 'oct', '#milton', 'httpst…']",[],unknown
31,799001675373613056,2016-11-16 21:30:18,[],"Ns assurons que ds les limites législatives, les lignes aériennes cdn sont contrôlées de fait par des Canadiens &gt;Scott Streiner @atac_canada",Ns assurons que ds les limites gislatives les lignes riennes cdn sont es de fait par des Canadiens gt Scott Streiner,[],1,1,2,fr,0.0,Neutral,OTC_gc_tweeter,,[],unknown,"['ns', 'assurons', 'ds', 'les', 'limite', 'législative', 'les', 'ligne', 'aériennes', 'cdn', 'contrôlées', 'fait', 'canadien', 'gtscott', 'streiner', 'atac_canada']",[],unknown
32,781874862465974272,2016-09-30 15:14:28,['https://t.co/4wQm0LHiAY'],#ViveVendredi Plainte relative à une ligne aérienne? @OTC_gc peut vous aider https://t.co/4wQm0LHiAY @ExplorezSansFin @Monmontreal #FF,ViveVendredi Plainte relative une ligne rienne peut vous aider https co 4wQm0LHiAY ExplorezSansFin Monmontreal FF,"['#ViveVendredi', '#FF']",2,0,2,fr,0.0,Neutral,OTC_gc_tweeter,['or'],"['plainte', 'aider']",Social,"['#vivevendredi', 'plainte', 'relative', 'ligne', 'aérienne', 'otc_gc', 'peut', 'aider', 'httpstco4wqm0lhiay', 'explorezsansfin', 'monmontreal', '#ff']",[],unknown
33,768079359768920065,2016-08-23 13:36:04,"['https://t.co/n5ePvImb16', 'https://t.co/wS0GEMrh2G']",Bagages perdus? Consultez notre vidéo : https://t.co/n5ePvImb16 #Voyage #DroitsPassager #MardiVoyage https://t.co/wS0GEMrh2G,Bagages perdus Consultez notre https co n5ePvImb16 Voyage DroitsPassager MardiVoyage https co wS0GEMrh2G,"['#Voyage', '#DroitsPassager', '#MardiVoyage']",2,0,2,en,0.0,Neutral,OTC_gc_tweeter,['droits'],"['#voyage', '#mardivoyage']",Social,"['bagage', 'perdu', 'consultez', 'vidéo', 'httpstcon5epvimb16', '#voyage', '#droitspassager', '#mardivoyage', 'httpstcows0gemrh2g']",['#voyage'],Connecting Canadians with nature
34,915184845562707969,2017-10-03 12:00:45,['https://t.co/6aLfVVJk9g'],Qu'arrive-t-il si vous ratez votre vol? Visionnez notre vidéo pour connaître vos droits &gt; https://t.co/6aLfVVJk9g &gt; #MardiVoyage,Qu arrive il si vous ratez votre vol Visionnez notre pour tre vos droits gt https co 6aLfVVJk9g gt MardiVoyage,['#MardiVoyage'],2,0,2,fr,0.0,Neutral,OTC_gc_tweeter,['droits'],"['droit', '#mardivoyage']",Social,"[""qu'arrive-t-il"", 'si', 'ratez', 'vol', 'visionnez', 'vidéo', 'connaître', 'droit', 'gt', 'httpstco6alfvvjk9g', 'gt', '#mardivoyage']",[],unknown
35,791687739263578112,2016-10-27 17:07:20,[],"RT @acsta_gc: Le temps froid est arrivé. Habillez-vous chaudement, mais n’oubliez pas d’enlever les vêtements d’extérieur au #contrôleACSTA…",RT Le temps froid est Habillez vous chaudement mais oubliez pas enlever les rieur au,['#contr'],2,0,2,fr,0.0,Neutral,OTC_gc_tweeter,,[],unknown,"['rt', 'acsta_gc', 'temps', 'froid', 'arrivé', 'habillez-vous', 'chaudement', ""n'oubliez"", ""d'enlever"", 'les', 'vêtement', ""d'extérieur"", '#contrôleacsta…']",[],unknown
36,799301133525286912,2016-11-17 17:20:15,['https://t.co/In5JNRQbNA'],Prés &amp; premier dir Scott Streiner a fait un discours  au congrès @atac_canada Lisez le discours complet à https://t.co/In5JNRQbNA,amp premier dir Scott Streiner fait un discours au Lisez le discours complet https co In5JNRQbNA,[],1,1,2,fr,0.0,Neutral,OTC_gc_tweeter,,[],unknown,"['pré', 'amp', 'premier', 'dir', 'scott', 'streiner', 'fait', 'discours', 'congrès', 'atac_canada', 'lisez', 'discours', 'complet', 'httpstcoin5jnrqbna']",['amp'],Healthy coasts and oceans
37,794186360626311168,2016-11-03 14:35:58,[],RT @Transports_gc: Min. Garneau: Nous libéraliserons les restrictions à la propriété internationale pour les transporteurs aériens canadien…,RT Min Garneau Nous raliserons les restrictions la internationale pour les transporteurs riens,[],2,0,2,fr,0.0,Neutral,OTC_gc_tweeter,"['eau', 'or']",['garneau'],Economical,"['rt', 'transports_gc', 'minute', 'garneau', 'libéraliserons', 'les', 'restriction', 'propriété', 'international', 'les', 'transporteur', 'aériens', 'canadien…']",[],unknown
38,868889916675158016,2017-05-28 18:01:13,['https://t.co/cdQUnAIE04'],Consultez notre guide sur le bruit et les vibrations ferroviaires ici : https://t.co/cdQUnAIE04 #polmun #UMQ,Consultez guide bruit les vibrations ferroviaires ici https co cdQUnAIE04 polmun UMQ,"['#polmun', '#UMQ']",2,0,2,fr,0.0,Neutral,OTC_gc_tweeter,['air'],[],unknown,"['consultez', 'guide', 'bruit', 'les', 'vibration', 'ferroviaires', 'ici', 'httpstcocdqunaie04', '#polmun', '#umq']",[],unknown
39,836561916579495936,2017-02-28 13:01:18,['https://t.co/eaKU0VeIm'],Nous serons à la Conférence @Ont_Good_Roads de 2017 pour parler des modes alternatifs de règlement des différends &gt; https://t.co/eaKU0VeImD,Nous serons la rence de 2017 pour parler des modes alternatifs de glement des rends gt https co eaKU0VeImD,[],1,1,2,fr,0.0,Neutral,OTC_gc_tweeter,,[],unknown,"['conférence', 'ont_good_roads', '2017', 'parler', 'mode', 'alternatifs', 'règlement', 'différend', 'gt', 'httpstcoeaku0veimd']",[],unknown
40,835837004222967808,2017-02-26 13:00:45,['https://t.co/eaKU0VeIm'],Nous serons à la Conférence @Ont_Good_Roads de 2017 pour parler des modes alternatifs de règlement des différends &gt; https://t.co/eaKU0VeImD,Nous serons la rence de 2017 pour parler des modes alternatifs de glement des rends gt https co eaKU0VeImD,[],1,1,2,fr,0.0,Neutral,OTC_gc_tweeter,,[],unknown,"['conférence', 'ont_good_roads', '2017', 'parler', 'mode', 'alternatifs', 'règlement', 'différend', 'gt', 'httpstcoeaku0veimd']",[],unknown
41,834795506362642433,2017-02-23 16:02:13,"['https://t.co/6g8wDS60zk', 'https://t.co/6tn4NVMRI6']","C'est la Journée nationale de l'aviation! Cette année, l'aviation canadienne a 106 ans d'histoire. Notre rôle, à https://t.co/6g8wDS60zk https://t.co/6tn4NVMRI6",est la nationale de aviation Cette aviation canadienne 106 ans histoire Notre le https co 6g8wDS60zk https co 6tn4NVMRI6,[],1,1,2,fr,0.0,Neutral,OTC_gc_tweeter,,[],unknown,"[""c'est"", 'journée', 'nationale', ""l'aviation"", 'cette', 'année', ""l'aviation"", 'canadien', '106', 'an', ""d'histoire"", 'rôle', 'httpstco6g8wds60zk', 'httpstco6tn4nvmri6']",[],unknown
42,834493422123810831,2017-02-22 20:01:50,['https://t.co/cdQUnAIE04'],Consultez notre guide sur le bruit et les vibrations ferroviaires ici : https://t.co/cdQUnAIE04 #polmun #UMQ,Consultez guide bruit les vibrations ferroviaires ici https co cdQUnAIE04 polmun UMQ,"['#polmun', '#UMQ']",2,0,2,fr,0.0,Neutral,OTC_gc_tweeter,['air'],[],unknown,"['consultez', 'guide', 'bruit', 'les', 'vibration', 'ferroviaires', 'ici', 'httpstcocdqunaie04', '#polmun', '#umq']",[],unknown
43,834387706138484737,2017-02-22 13:01:45,['https://t.co/eaKU0VeIm'],Nous rencontrons @CFAFCA aujourd'hui pour discuter des services de règlement des différends &gt; https://t.co/eaKU0VeImD,Nous rencontrons CFAFCA aujourd hui pour discuter des services de glement des rends gt https co eaKU0VeImD,[],1,1,2,fr,0.0,Neutral,OTC_gc_tweeter,['ice'],[],unknown,"['rencontrons', 'cfafca', ""aujourd'hui"", 'discuter', 'service', 'règlement', 'différend', 'gt', 'httpstcoeaku0veimd']",[],unknown
44,833402083579658240,2017-02-19 19:45:15,['https://t.co/CJFBBfU4SX'],What you need to know when your air travel is disrupted &gt; https://t.co/CJFBBfU4SX #AirTravel #CdnAir #DelayedFlights,need know air travel disrupted gt https co CJFBBfU4SX AirTravel CdnAir DelayedFlights,"['#AirTravel', '#CdnAir', '#DelayedFlights']",1,1,2,en,0.0,Neutral,OTC_gc_tweeter,['air'],['air'],Environmental,"['what', 'you', 'need', 'to', 'know', 'when', 'your', 'air', 'travel', 'is', 'disrupted', 'gt', 'httpstcocjfbbfu4sx', '#airtravel', '#cdnair', '#delayedflights']","['air', 'air']",Healthy wildlife populations
